rundate,this_period,last_period,reporting_airport_group_name,reporting_airport_name,total_pax_this_period,total_pax_last_period,total_pax_percent,terminal_pax_this_period,terminal_pax_last_period,terminal_pax_percent,transit_pax_this_period,transit_pax_last_period,transit_pax_percent
12/13/2021 9:14:26 AM,202110,202010,Other UK Airports,ABERDEEN,139334,70224,98.413648,139334,70223,98.416473,0,1,Null
12/13/2021 9:14:26 AM,202110,202010,Non UK Reporting Airports,ALDERNEY,4666,3441,35.600116,4666,3441,35.600116,0,0,Null
12/13/2021 9:14:26 AM,202110,202010,Other UK Airports,BARRA,928,647,43.431221,928,647,43.431221,0,0,Null
12/13/2021 9:14:26 AM,202110,202010,Other UK Airports,BELFAST CITY (GEORGE BEST),111897,37139,201.292442,111897,37139,201.292442,0,0,Null
12/13/2021 9:14:26 AM,202110,202010,Other UK Airports,BELFAST INTERNATIONAL,371310,109789,238.203281,371310,109789,238.203281,0,0,Null
12/13/2021 9:14:26 AM,202110,202010,Other UK Airports,BENBECULA,2459,916,168.449782,2459,916,168.449782,0,0,Null
12/13/2021 9:14:26 AM,202110,202010,Other UK Airports,BIGGIN HILL,331,60,451.666667,331,60,451.666667,0,0,Null
12/13/2021 9:14:26 AM,202110,202010,Other UK Airports,BIRMINGHAM,502285,144353,247.956052,501961,144240,248.004021,324,113,186.725664
12/13/2021 9:14:26 AM,202110,202010,Other UK Airports,BLACKPOOL,0,852,Null,0,852,Null,0,0,Null
12/13/2021 9:14:26 AM,202110,202010,Other UK Airports,BOURNEMOUTH,47422,7362,544.145613,47281,7362,542.230372,141,0,Null
12/13/2021 9:14:26 AM,202110,202010,Other UK Airports,BRISTOL,446082,105965,320.971075,445796,105965,320.701175,286,0,Null
12/13/2021 9:14:26 AM,202110,202010,Other UK Airports,CAMPBELTOWN,33,256,-87.109375,33,225,-85.333333,0,31,Null
12/13/2021 9:14:26 AM,202110,202010,Other UK Airports,CARDIFF WALES,24712,8417,193.596293,24571,8417,191.921112,141,0,Null
12/13/2021 9:14:26 AM,202110,202010,Other UK Airports,CITY OF DERRY (EGLINTON),7752,3631,113.494905,7752,3631,113.494905,0,0,Null
12/13/2021 9:14:26 AM,202110,202010,Other UK Airports,DONCASTER SHEFFIELD,61181,22831,167.973370,61181,22738,169.069399,0,93,Null
12/13/2021 9:14:26 AM,202110,202010,Other UK Airports,DUNDEE,0,908,Null,0,908,Null,0,0,Null
12/13/2021 9:14:26 AM,202110,202010,Other UK Airports,EAST MIDLANDS INTERNATIONAL,212960,65826,223.519582,212879,65826,223.396530,81,0,Null
12/13/2021 9:14:26 AM,202110,202010,Other UK Airports,EDINBURGH,587376,164389,257.308579,587277,163888,258.340452,99,501,-80.239521
12/13/2021 9:14:26 AM,202110,202010,Other UK Airports,EXETER,25301,4280,491.144860,25301,4280,491.144860,0,0,Null
12/13/2021 9:14:26 AM,202110,202010,London Area Airports,GATWICK,1131302,401240,181.951451,1131190,401196,181.954456,112,44,154.545455
12/13/2021 9:14:26 AM,202110,202010,Other UK Airports,GLASGOW,386782,106181,264.266677,386465,105871,265.033862,317,310,2.258065
12/13/2021 9:14:26 AM,202110,202010,Other UK Airports,GLOUCESTERSHIRE,0,5,Null,0,5,Null,0,0,Null
12/13/2021 9:14:26 AM,202110,202010,Non UK Reporting Airports,GUERNSEY,46272,7145,547.613716,46220,7145,546.885934,52,0,Null
12/13/2021 9:14:26 AM,202110,202010,London Area Airports,HEATHROW,3043580,1245550,144.356308,3043258,1245508,144.338696,322,42,666.666667
12/13/2021 9:14:26 AM,202110,202010,Other UK Airports,HUMBERSIDE,3315,2322,42.764858,3315,2322,42.764858,0,0,Null
12/13/2021 9:14:26 AM,202110,202010,Other UK Airports,INVERNESS,59900,22318,168.393225,59900,22009,172.161389,0,309,Null
