rundate,this_period,last_period,reporting_airport_group_name,reporting_airport_name,total_pax_fixed_wing_this_period,total_pax_fixed_wing_last_period,total_pax_fixed_wing_percent_change,total_pax_rotary_wing_this_period,total_pax_rotary_wing_last_period,total_pax_rotary_wing_percent_change,total_atms_fixed_wing_this_period,total_atms_fixed_wing_last_period,total_atms_fixed_wing_percent_change,total_atms_rotary_wing_this_period,total_atms_rotary_wing_last_period,total_atms_rotary_wing_percent_change
12/13/2021 9:03:33 AM,202110,202010,London Area Airports,GATWICK,1131302,401240,181.951450503,0,0,Null,7912,4267,85.423013827,0,0,Null
12/13/2021 9:03:33 AM,202110,202010,London Area Airports,HEATHROW,3043580,1245550,144.356308458,0,0,Null,24123,18319,31.682952126,0,0,Null
12/13/2021 9:03:33 AM,202110,202010,London Area Airports,LONDON CITY,148889,17966,728.726483357,0,0,Null,2378,787,202.160101652,0,0,Null
12/13/2021 9:03:33 AM,202110,202010,London Area Airports,LUTON,0,302882,Null,0,0,Null,0,3894,Null,0,0,Null
12/13/2021 9:03:33 AM,202110,202010,London Area Airports,SOUTHEND,24555,6335,287.608524073,0,0,Null,296,85,248.235294118,0,0,Null
12/13/2021 9:03:33 AM,202110,202010,London Area Airports,STANSTED,1340168,399713,235.282565241,0,0,Null,11304,5923,90.849231808,0,0,Null
12/13/2021 9:03:33 AM,202110,202010,Non UK Reporting Airports,ALDERNEY,4666,3441,35.600116245,0,0,Null,377,242,55.785123967,0,0,Null
12/13/2021 9:03:33 AM,202110,202010,Non UK Reporting Airports,GUERNSEY,46272,7145,547.613715885,0,0,Null,1222,574,112.891986063,0,0,Null
12/13/2021 9:03:33 AM,202110,202010,Non UK Reporting Airports,ISLE OF MAN,33129,3096,970.058139535,0,0,Null,510,259,96.911196911,0,0,Null
12/13/2021 9:03:33 AM,202110,202010,Non UK Reporting Airports,JERSEY,111471,21322,422.798048964,0,0,Null,1405,645,117.829457364,0,0,Null
12/13/2021 9:03:33 AM,202110,202010,Other UK Airports,ABERDEEN,112826,44174,155.412686196,26508,26050,1.758157390,2177,1691,28.740390302,2231,2276,-1.977152900
12/13/2021 9:03:33 AM,202110,202010,Other UK Airports,BARRA,928,647,43.431221020,0,0,Null,126,114,10.526315789,0,0,Null
12/13/2021 9:03:33 AM,202110,202010,Other UK Airports,BELFAST CITY (GEORGE BEST),111897,37139,201.292441907,0,0,Null,1489,1174,26.831345826,0,0,Null
12/13/2021 9:03:33 AM,202110,202010,Other UK Airports,BELFAST INTERNATIONAL,371310,109789,238.203280839,0,0,Null,3241,1676,93.377088305,0,0,Null
