Run_Date,This_Period,Last_Period,rpt_apt_grp_name,rpt_apt_name,total_pax_tp,total_pax_eu_shd_tp,total_pax_eu_cht_tp,total_pax_eu_tp,total_pax_eu_lp,total_pax_eu_pc,total_pax_oi_shd_tp,total_pax_oi_cht_tp,total_pax_oi_tp,total_pax_oi_lp,total_pax_oi_pc
13/12/2021 09:15:58,      202110,202010,London Area Airports,GATWICK,"936,524","657,840","82,735","740,575","265,916",178.4996014,"183,380","12,569","195,949","87,348",124.3314100
13/12/2021 09:15:58,      202110,202010,London Area Airports,HEATHROW,"2,773,871","1,336,813","1,457","1,338,270","600,678",122.7932436,"1,429,551","6,050","1,435,601","513,958",179.3226295
13/12/2021 09:15:58,      202110,202010,London Area Airports,LONDON CITY,"111,168","95,127",1,"95,128","11,505",726.8405041,"16,040",0,"16,040",562,2754.0925267
13/12/2021 09:15:58,      202110,202010,London Area Airports,LUTON,,0,0,0,"229,390",0.0000000,0,0,0,"47,748",0.0000000
13/12/2021 09:15:58,      202110,202010,London Area Airports,SOUTHEND,"24,555","24,555",0,"24,555","6,303",289.5763922,0,0,0,0,0.0000000
13/12/2021 09:15:58,      202110,202010,London Area Airports,STANSTED,"1,279,988","1,165,926","14,130","1,180,056","327,351",260.4864503,"98,869","1,063","99,932","47,284",111.3442179
13/12/2021 09:15:58,      202110,202010,Other UK Airports,ABERDEEN,"58,853","22,709","3,830","26,539","9,994",165.5493296,"5,470","26,844","32,314","28,638",12.8360919
13/12/2021 09:15:58,      202110,202010,Other UK Airports,BELFAST CITY (GEORGE BEST),"3,053","3,019",34,"3,053",847,260.4486423,0,0,0,0,0.0000000
13/12/2021 09:15:58,      202110,202010,Other UK Airports,BELFAST INTERNATIONAL,"74,011","71,107",176,"71,283","8,502",738.4262526,"2,610",118,"2,728","2,702",0.9622502
13/12/2021 09:15:58,      202110,202010,Other UK Airports,BIGGIN HILL,237,0,201,201,51,294.1176471,0,36,36,9,300.0000000
13/12/2021 09:15:58,      202110,202010,Other UK Airports,BIRMINGHAM,"433,284","325,640","48,644","374,284","104,369",258.6160642,"50,545","8,455","59,000","20,397",189.2582242
13/12/2021 09:15:58,      202110,202010,Other UK Airports,BLACKPOOL,,0,0,0,0,0.0000000,0,,0,852,0.0000000
13/12/2021 09:15:58,      202110,202010,Other UK Airports,BOURNEMOUTH,"42,311","30,560","11,751","42,311","6,916",511.7842684,0,0,0,394,0.0000000
13/12/2021 09:15:58,      202110,202010,Other UK Airports,BRISTOL,"343,739","310,164","20,609","330,773","69,330",377.0993798,"12,966",0,"12,966","8,111",59.8569843
13/12/2021 09:15:58,      202110,202010,Other UK Airports,CARDIFF WALES,"22,282","9,137","13,145","22,282","6,845",225.5222790,0,0,0,886,0.0000000
13/12/2021 09:15:58,      202110,202010,Other UK Airports,DONCASTER SHEFFIELD,"61,144","35,361","25,783","61,144","21,216",188.1975867,0,0,0,"1,355",0.0000000
13/12/2021 09:15:58,      202110,202010,Other UK Airports,DUNDEE,,0,,0,3,0.0000000,0,0,0,0,0.0000000
13/12/2021 09:15:58,      202110,202010,Other UK Airports,EAST MIDLANDS INTERNATIONAL,"204,496","178,066","20,818","198,884","58,478",240.1005506,"5,612",0,"5,612","4,243",32.2649069
13/12/2021 09:15:58,      202110,202010,Other UK Airports,EDINBURGH,"349,920","319,254","2,079","321,333","74,886",329.0962263,"28,401",186,"28,587","8,579",233.2206551
13/12/2021 09:15:58,      202110,202010,Other UK Airports,EXETER,"11,506","4,469","7,037","11,506","1,248",821.9551282,0,0,0,0,0.0000000
13/12/2021 09:15:58,      202110,202010,Other UK Airports,GLASGOW,"171,892","130,453","12,686","143,139","26,119",448.0263410,"24,802","3,951","28,753","10,978",161.9147386
13/12/2021 09:15:58,      202110,202010,Other UK Airports,GLOUCESTERSHIRE,,0,,0,5,0.0000000,0,0,0,0,0.0000000
13/12/2021 09:15:58,      202110,202010,Other UK Airports,HUMBERSIDE,"2,442","1,052",52,"1,104",880,25.4545455,0,"1,338","1,338",793,68.7263556
13/12/2021 09:15:58,      202110,202010,Other UK Airports,INVERNESS,"3,137","3,137",0,"3,137",419,648.6873508,0,0,0,0,0.0000000
13/12/2021 09:15:58,      202110,202010,Other UK Airports,LEEDS BRADFORD,"164,363","152,984",0,"152,984","34,703",340.8379679,"11,379",0,"11,379","4,136",175.1208897
13/12/2021 09:15:58,      202110,202010,Other UK Airports,LIVERPOOL (JOHN LENNON),"158,590","154,339","1,751","156,090","46,834",233.2835120,"2,466",34,"2,500","4,648",-46.2134251
13/12/2021 09:15:58,      202110,202010,Other UK Airports,MANCHESTER,"1,093,671","776,552","101,173","877,725","269,101",226.1693565,"196,868","19,078","215,946","99,424",117.1970550
13/12/2021 09:15:58,      202110,202010,Other UK Airports,NEWCASTLE,"169,088","153,279",0,"153,279","32,733",368.2705527,"15,809",0,"15,809","5,799",172.6159683
13/12/2021 09:15:58,      202110,202010,Other UK Airports,NEWQUAY,"4,284","4,284",0,"4,284",789,442.9657795,0,0,0,0,0.0000000
13/12/2021 09:15:58,      202110,202010,Other UK Airports,NORWICH,"11,591","1,981","3,558","5,539",991,458.9303734,0,"6,052","6,052","6,311",-4.1039455
13/12/2021 09:15:58,      202110,202010,Other UK Airports,OXFORD (KIDLINGTON),,,0,0,130,0.0000000,0,0,0,0,0.0000000
13/12/2021 09:15:58,      202110,202010,Other UK Airports,PRESTWICK,"18,820","18,548",0,"18,548","6,146",201.7897820,0,272,272,0,0.0000000
13/12/2021 09:15:58,      202110,202010,Other UK Airports,SOUTHAMPTON,"9,387","9,387",0,"9,387",730,1185.8904110,0,0,0,0,0.0000000
13/12/2021 09:15:58,      202110,202010,Other UK Airports,SUMBURGH,"5,815",0,0,0,0,0.0000000,0,"5,815","5,815","4,552",27.7460457
13/12/2021 09:15:58,      202110,202010,Other UK Airports,TEESSIDE INTERNATIONAL AIRPORT,"7,495","7,495",0,"7,495",251,2886.0557769,0,0,0,0,0.0000000
13/12/2021 09:15:58,      202110,202010,Non UK Reporting Airports,GUERNSEY,"1,035",6,"1,023","1,029",1,102800.0000000,0,6,6,0,0.0000000
13/12/2021 09:15:58,      202110,202010,Non UK Reporting Airports,JERSEY,"1,649",0,"1,649","1,649",917,79.8255180,0,0,0,0,0.0000000

