rundate,this_period,foreign_region,foreign_country,UK_airport,foreign_airport,total_pax_this_period,total_pax_scheduled_this_period,total_pax_charter_this_period,total_pax_last_period,total_pax_scheduled_last_period,total_pax_charter_last_period,total_pax_percent
23/08/2018 13:42,201806,Unknown,Unknown,BRISTOL,Unknown,0,0,0,1359,0,1359,-100
23/08/2018 13:42,201806,Unknown,Unknown,CARDIFF WALES,Unknown,0,0,0,36,0,36,-100
23/08/2018 13:42,201806,Unknown,Unknown,LEEDS BRADFORD,Unknown,0,0,0,908,908,0,-100
23/08/2018 13:42,201806,Unknown,Unknown,MANCHESTER,Unknown,0,0,0,3809,2846,963,-100
23/08/2018 13:42,201806,WESTERN EUROPE-EU,AUSTRIA,GATWICK,INNSBRUCK,6147,4567,1580,5643,4414,1229,8.931419
23/08/2018 13:42,201806,WESTERN EUROPE-EU,AUSTRIA,GATWICK,SALZBURG,8937,7175,1762,8304,7089,1215,7.622832
23/08/2018 13:42,201806,WESTERN EUROPE-EU,AUSTRIA,GATWICK,VIENNA,23384,23384,0,17424,17424,0,34.205693
23/08/2018 13:42,201806,WESTERN EUROPE-EU,AUSTRIA,HEATHROW,INNSBRUCK,2521,2521,0,1883,1883,0,33.882103
23/08/2018 13:42,201806,WESTERN EUROPE-EU,AUSTRIA,HEATHROW,SALZBURG,1972,1972,0,0,0,0,0
23/08/2018 13:42,201806,WESTERN EUROPE-EU,AUSTRIA,HEATHROW,VIENNA,79391,79391,0,74491,74491,0,6.577976
23/08/2018 13:42,201806,WESTERN EUROPE-EU,AUSTRIA,LUTON,GRAZ,132,0,132,0,0,0,0
23/08/2018 13:42,201806,WESTERN EUROPE-EU,AUSTRIA,LUTON,LINZ,218,218,0,0,0,0,0
23/08/2018 13:42,201806,WESTERN EUROPE-EU,AUSTRIA,LUTON,VIENNA,5537,5537,0,5699,5673,26,-2.842604
23/08/2018 13:42,201806,WESTERN EUROPE-EU,AUSTRIA,SOUTHEND,VIENNA,2612,2612,0,1958,1958,0,33.40143
23/08/2018 13:42,201806,WESTERN EUROPE-EU,AUSTRIA,STANSTED,GRAZ,0,0,0,153,0,153,-100
23/08/2018 13:42,201806,WESTERN EUROPE-EU,AUSTRIA,STANSTED,LINZ,2702,2702,0,2564,2564,0,5.382215
23/08/2018 13:42,201806,WESTERN EUROPE-EU,AUSTRIA,STANSTED,SALZBURG,11449,11449,0,7317,7317,0,56.471231
23/08/2018 13:42,201806,WESTERN EUROPE-EU,AUSTRIA,STANSTED,VIENNA,6154,6154,0,6636,6636,0,-7.263412
23/08/2018 13:42,201806,WESTERN EUROPE-EU,AUSTRIA,BIRMINGHAM,GRAZ,0,0,0,929,929,0,-100
23/08/2018 13:42,201806,WESTERN EUROPE-EU,AUSTRIA,BIRMINGHAM,INNSBRUCK,803,0,803,512,0,512,56.835938
23/08/2018 13:42,201806,WESTERN EUROPE-EU,AUSTRIA,BIRMINGHAM,SALZBURG,1443,0,1443,1263,0,1263,14.251781
23/08/2018 13:42,201806,WESTERN EUROPE-EU,AUSTRIA,BIRMINGHAM,VIENNA,2974,2974,0,4287,4287,0,-30.627478
23/08/2018 13:42,201806,WESTERN EUROPE-EU,AUSTRIA,BRISTOL,INNSBRUCK,833,0,833,609,0,609,36.781609
23/08/2018 13:42,201806,WESTERN EUROPE-EU,AUSTRIA,BRISTOL,SALZBURG,0,0,0,85,0,85,-100
23/08/2018 13:42,201806,WESTERN EUROPE-EU,AUSTRIA,BRISTOL,VIENNA,2679,2679,0,2692,2692,0,-0.482912
23/08/2018 13:42,201806,WESTERN EUROPE-EU,AUSTRIA,DURHAM TEES VALLEY,LINZ,36,0,36,0,0,0,0
23/08/2018 13:42,201806,WESTERN EUROPE-EU,AUSTRIA,EDINBURGH,INNSBRUCK,485,0,485,0,0,0,0
23/08/2018 13:42,201806,WESTERN EUROPE-EU,AUSTRIA,EDINBURGH,SALZBURG,0,0,0,391,0,391,-100
23/08/2018 13:42,201806,WESTERN EUROPE-EU,AUSTRIA,EDINBURGH,VIENNA,6960,6960,0,6722,6722,0,3.540613
23/08/2018 13:42,201806,WESTERN EUROPE-EU,AUSTRIA,GLASGOW,LINZ,48,0,48,49,0,49,-2.040816
23/08/2018 13:42,201806,WESTERN EUROPE-EU,AUSTRIA,GLASGOW,SALZBURG,933,0,933,840,0,840,11.071429
23/08/2018 13:42,201806,WESTERN EUROPE-EU,AUSTRIA,JERSEY,VIENNA,620,0,620,539,0,539,15.027829
23/08/2018 13:42,201806,WESTERN EUROPE-EU,AUSTRIA,LEEDS BRADFORD,INNSBRUCK,581,0,581,0,0,0,0
23/08/2018 13:42,201806,WESTERN EUROPE-EU,AUSTRIA,LEEDS BRADFORD,SALZBURG,0,0,0,358,0,358,-100
23/08/2018 13:42,201806,WESTERN EUROPE-EU,AUSTRIA,MANCHESTER,INNSBRUCK,1575,0,1575,1265,0,1265,24.505929
23/08/2018 13:42,201806,WESTERN EUROPE-EU,AUSTRIA,MANCHESTER,SALZBURG,2728,0,2728,2556,0,2556,6.729264
23/08/2018 13:42,201806,WESTERN EUROPE-EU,AUSTRIA,MANCHESTER,VIENNA,9855,9716,139,9526,9526,0,3.453706
23/08/2018 13:42,201806,WESTERN EUROPE-EU,AUSTRIA,NEWCASTLE,SALZBURG,1407,1407,0,1289,1289,0,9.154383
23/08/2018 13:42,201806,WESTERN EUROPE-EU,BELGIUM,GATWICK,BRUSSELS,1148,1148,0,0,0,0,0
23/08/2018 13:42,201806,WESTERN EUROPE-EU,BELGIUM,HEATHROW,BRUSSELS,56169,56169,0,53079,53079,0,5.821511
23/08/2018 13:42,201806,WESTERN EUROPE-EU,BELGIUM,LONDON CITY,ANTWERP,3909,3909,0,4382,4382,0,-10.794158
23/08/2018 13:42,201806,WESTERN EUROPE-EU,BELGIUM,SOUTHEND,ANTWERP,1359,1359,0,0,0,0,0
23/08/2018 13:42,201806,WESTERN EUROPE-EU,BELGIUM,ABERDEEN,ANTWERP,264,264,0,0,0,0,0
23/08/2018 13:42,201806,WESTERN EUROPE-EU,BELGIUM,BIRMINGHAM,ANTWERP,486,486,0,0,0,0,0
23/08/2018 13:42,201806,WESTERN EUROPE-EU,BELGIUM,BIRMINGHAM,BRUSSELS,7173,7173,0,12286,12286,0,-41.616474
23/08/2018 13:42,201806,WESTERN EUROPE-EU,BELGIUM,BRISTOL,BRUSSELS,5307,5307,0,5842,5842,0,-9.157823
23/08/2018 13:42,201806,WESTERN EUROPE-EU,BELGIUM,EAST MIDLANDS INTERNATIONAL,BRUSSELS,2543,2543,0,2329,2329,0,9.188493
23/08/2018 13:42,201806,WESTERN EUROPE-EU,BELGIUM,EDINBURGH,BRUSSELS,12598,12598,0,9602,9602,0,31.201833
23/08/2018 13:42,201806,WESTERN EUROPE-EU,BELGIUM,EDINBURGH,CHARLEROI,7267,7267,0,7667,7667,0,-5.217164
23/08/2018 13:42,201806,WESTERN EUROPE-EU,BELGIUM,GLASGOW,ANTWERP,0,0,0,100,0,100,-100
23/08/2018 13:42,201806,WESTERN EUROPE-EU,BELGIUM,GLASGOW,CHARLEROI,2996,2996,0,2515,2515,0,19.125249
23/08/2018 13:42,201806,WESTERN EUROPE-EU,BELGIUM,ISLE OF MAN,LIEGE,0,0,0,29,0,29,-100
23/08/2018 13:42,201806,WESTERN EUROPE-EU,BELGIUM,MANCHESTER,BRUSSELS,19576,19576,0,18293,18293,0,7.013612
23/08/2018 13:42,201806,WESTERN EUROPE-EU,BELGIUM,MANCHESTER,CHARLEROI,15972,15972,0,15854,15854,0,0.744292
23/08/2018 13:42,201806,WESTERN EUROPE-EU,BELGIUM,NEWCASTLE,BRUSSELS,2478,2478,0,2438,2438,0,1.640689
23/08/2018 13:42,201806,WESTERN EUROPE-EU,BELGIUM,SOUTHAMPTON,OSTEND,0,0,0,44,0,44,-100
23/08/2018 13:42,201806,WESTERN EUROPE-EU,CROATIA,GATWICK,DUBROVNIK,33664,33369,295,37627,37627,0,-10.532331
23/08/2018 13:42,201806,WESTERN EUROPE-EU,CROATIA,GATWICK,PULA,8302,3377,4925,6031,2895,3136,37.655447
23/08/2018 13:42,201806,WESTERN EUROPE-EU,CROATIA,GATWICK,SPLIT,29898,26665,3233,25161,23341,1820,18.826756
23/08/2018 13:42,201806,WESTERN EUROPE-EU,CROATIA,GATWICK,ZAGREB,0,0,0,4146,4146,0,-100
23/08/2018 13:42,201806,WESTERN EUROPE-EU,CROATIA,HEATHROW,PULA,289,289,0,0,0,0,0
23/08/2018 13:42,201806,WESTERN EUROPE-EU,CROATIA,HEATHROW,RIJEKA,0,0,0,708,708,0,-100
23/08/2018 13:42,201806,WESTERN EUROPE-EU,CROATIA,HEATHROW,SPLIT,6280,6280,0,6613,6613,0,-5.035536
23/08/2018 13:42,201806,WESTERN EUROPE-EU,CROATIA,HEATHROW,ZAGREB,12581,12581,0,15543,15543,0,-19.05681
23/08/2018 13:42,201806,WESTERN EUROPE-EU,CROATIA,LUTON,DUBROVNIK,4462,4462,0,4264,4264,0,4.643527
23/08/2018 13:42,201806,WESTERN EUROPE-EU,CROATIA,LUTON,SPLIT,17756,17756,0,10763,10763,0,64.972591
23/08/2018 13:42,201806,WESTERN EUROPE-EU,CROATIA,LUTON,ZADAR,2681,2681,0,2316,2316,0,15.759931
23/08/2018 13:42,201806,WESTERN EUROPE-EU,CROATIA,SOUTHEND,DUBROVNIK,1711,1711,0,1042,1042,0,64.203455
23/08/2018 13:42,201806,WESTERN EUROPE-EU,CROATIA,SOUTHEND,ZADAR,1127,1127,0,1059,1059,0,6.421152
23/08/2018 13:42,201806,WESTERN EUROPE-EU,CROATIA,STANSTED,DUBROVNIK,13595,13595,0,12421,12421,0,9.451735
23/08/2018 13:42,201806,WESTERN EUROPE-EU,CROATIA,STANSTED,PULA,4263,4263,0,5190,5190,0,-17.861272
23/08/2018 13:42,201806,WESTERN EUROPE-EU,CROATIA,STANSTED,RIJEKA,0,0,0,2534,2534,0,-100
23/08/2018 13:42,201806,WESTERN EUROPE-EU,CROATIA,STANSTED,SPLIT,7627,7627,0,4934,4934,0,54.580462
23/08/2018 13:42,201806,WESTERN EUROPE-EU,CROATIA,STANSTED,ZADAR,5201,4255,946,6904,5930,974,-24.66686
