Run_Date,This_Period,Last_Period,rpt_apt_grp_name,rpt_apt_name,total_pax_tp,total_pax_eu_shd_tp,total_pax_eu_cht_tp,total_pax_eu_tp,total_pax_eu_lp,total_pax_eu_pc,total_pax_oi_shd_tp,total_pax_oi_cht_tp,total_pax_oi_tp,total_pax_oi_lp,total_pax_oi_pc
25/05/2021 09:44:58,      202103,202003,London Area Airports,GATWICK,"25,013","14,484",619,"15,103","888,752",-98.3006508,"9,787",123,"9,910","603,450",-98.3577761
25/05/2021 09:44:58,      202103,202003,London Area Airports,HEATHROW,"481,783","139,880",352,"140,232","875,047",-83.9743465,"331,428","10,123","341,551","2,024,966",-83.1330008
25/05/2021 09:44:58,      202103,202003,London Area Airports,LONDON CITY,"3,261","3,261",0,"3,261","73,000",-95.5328767,0,0,0,"18,595",0.0000000
25/05/2021 09:44:58,      202103,202003,London Area Airports,LUTON,"95,436","81,015",0,"81,015","442,297",-81.6831224,"14,421",0,"14,421","99,057",-85.4417154
25/05/2021 09:44:58,      202103,202003,London Area Airports,SOUTHEND,,0,0,0,"60,798",0.0000000,0,0,0,"4,246",0.0000000
25/05/2021 09:44:58,      202103,202003,London Area Airports,STANSTED,"38,625","28,230",593,"28,823","710,374",-95.9425598,"9,742",60,"9,802","114,160",-91.4138052
25/05/2021 09:44:58,      202103,202003,Other UK Airports,ABERDEEN,"31,801","1,785",187,"1,972","22,400",-91.1964286,"2,541","27,288","29,829","36,718",-18.7619151
25/05/2021 09:44:58,      202103,202003,Other UK Airports,BELFAST CITY (GEORGE BEST),0,0,0,0,"1,741",0.0000000,0,0,0,3,0.0000000
25/05/2021 09:44:58,      202103,202003,Other UK Airports,BELFAST INTERNATIONAL,289,0,289,289,"38,655",-99.2523606,0,0,0,"5,925",0.0000000
25/05/2021 09:44:58,      202103,202003,Other UK Airports,BIGGIN HILL,106,0,83,83,34,144.1176471,0,23,23,21,9.5238095
