rundate,reporting_period,reporting_airport_group_name,reporting_airport_name,total_atms,total_cancelled_atms,total_atms_excl_cancelled
26/10/2021 14:36,202108,Other UK Airports,ABERDEEN,"4,607",,"4,607"
26/10/2021 14:36,202108,Non UK Reporting Airports,ALDERNEY,393,,393
26/10/2021 14:36,202108,Other UK Airports,BARRA,136,12,124
26/10/2021 14:36,202108,Other UK Airports,BELFAST CITY (GEORGE BEST),"1,610",2,"1,608"
26/10/2021 14:36,202108,Other UK Airports,BELFAST INTERNATIONAL,"3,003",,"3,003"
26/10/2021 14:36,202108,Other UK Airports,BENBECULA,176,5,171
26/10/2021 14:36,202108,Other UK Airports,BIGGIN HILL,63,,63
26/10/2021 14:36,202108,Other UK Airports,BIRMINGHAM,"4,084",23,"4,061"
26/10/2021 14:36,202108,Other UK Airports,BOURNEMOUTH,477,,477
26/10/2021 14:36,202108,Other UK Airports,BRISTOL,"3,292",9,"3,283"
26/10/2021 14:36,202108,Other UK Airports,CAMPBELTOWN,95,7,88
26/10/2021 14:36,202108,Other UK Airports,CARDIFF WALES,309,,309
26/10/2021 14:36,202108,Other UK Airports,DONCASTER SHEFFIELD,465,,465
26/10/2021 14:36,202108,Other UK Airports,DUNDEE,136,1,135
26/10/2021 14:36,202108,Other UK Airports,EAST MIDLANDS INTERNATIONAL,"3,946",16,"3,930"
26/10/2021 14:36,202108,Other UK Airports,EDINBURGH,"4,734",26,"4,708"
26/10/2021 14:36,202108,Other UK Airports,EXETER,611,,611
26/10/2021 14:36,202108,Other UK Airports,GLASGOW,"3,255",,"3,255"
26/10/2021 14:36,202108,Other UK Airports,PRESTWICK,307,,307
26/10/2021 14:36,202108,Non UK Reporting Airports,GUERNSEY,"1,065",9,"1,056"
26/10/2021 14:36,202108,Other UK Airports,HUMBERSIDE,392,33,359
26/10/2021 14:36,202108,Other UK Airports,INVERNESS,820,1,819
26/10/2021 14:36,202108,Other UK Airports,ISLAY,124,18,106
26/10/2021 14:36,202108,Non UK Reporting Airports,ISLE OF MAN,499,8,491
26/10/2021 14:36,202108,Other UK Airports,ISLES OF SCILLY (ST.MARYS),"1,160",,"1,160"
26/10/2021 14:36,202108,Non UK Reporting Airports,JERSEY,"1,496",2,"1,494"
26/10/2021 14:36,202108,Other UK Airports,KIRKWALL,858,48,810
26/10/2021 14:36,202108,Other UK Airports,LANDS END (ST JUST),756,,756
26/10/2021 14:36,202108,Other UK Airports,LEEDS BRADFORD,"1,547",15,"1,532"
26/10/2021 14:36,202108,Other UK Airports,LERWICK (TINGWALL),103,,103
26/10/2021 14:36,202108,Other UK Airports,LIVERPOOL (JOHN LENNON),"2,071",2,"2,069"
26/10/2021 14:36,202108,London Area Airports,GATWICK,"8,002",17,"7,985"
26/10/2021 14:36,202108,London Area Airports,HEATHROW,"19,189",186,"19,003"
26/10/2021 14:36,202108,London Area Airports,LONDON CITY,"1,305",6,"1,299"
26/10/2021 14:36,202108,London Area Airports,LUTON,"5,790",16,"5,774"
26/10/2021 14:36,202108,London Area Airports,STANSTED,"10,735",16,"10,719"
26/10/2021 14:36,202108,Other UK Airports,CITY OF DERRY (EGLINTON),257,4,253
26/10/2021 14:36,202108,Other UK Airports,MANCHESTER,"8,341",3,"8,338"
26/10/2021 14:36,202108,Other UK Airports,NEWCASTLE,"1,914",18,"1,896"
26/10/2021 14:36,202108,Other UK Airports,NEWQUAY,482,2,480
26/10/2021 14:36,202108,Other UK Airports,NORWICH,"1,101",,"1,101"
26/10/2021 14:36,202108,Other UK Airports,OXFORD (KIDLINGTON),3,,3
26/10/2021 14:36,202108,Other UK Airports,SUMBURGH,944,14,930
26/10/2021 14:36,202108,Other UK Airports,SHOREHAM,-,,-
26/10/2021 14:36,202108,Other UK Airports,SOUTHAMPTON,"1,169",,"1,169"
26/10/2021 14:36,202108,London Area Airports,SOUTHEND,452,,452
26/10/2021 14:36,202108,Other UK Airports,STORNOWAY,397,10,387
26/10/2021 14:36,202108,Other UK Airports,TEESSIDE INTERNATIONAL AIRPORT,564,,564
26/10/2021 14:36,202108,Other UK Airports,TIREE,141,11,130

