rundate,this_period,foreign_region,foreign_country,UK_airport,foreign_airport,total_pax_this_period,total_pax_scheduled_this_period,total_pax_charter_this_period,total_pax_last_period,total_pax_scheduled_last_period,total_pax_charter_last_period,total_pax_percent
22/03/2018 09:29,201801,Unknown,Unknown,GATWICK,Unknown,0,0,0,32,0,32,-100
22/03/2018 09:29,201801,Unknown,Unknown,BELFAST CITY (GEORGE BEST),Unknown,0,0,0,1330,0,1330,-100
22/03/2018 09:29,201801,Unknown,Unknown,BRISTOL,Unknown,0,0,0,1070,0,1070,-100
22/03/2018 09:29,201801,WESTERN EUROPE-EU,AUSTRIA,GATWICK,INNSBRUCK,36263,32235,4028,38108,33315,4793,-4.841503
22/03/2018 09:29,201801,WESTERN EUROPE-EU,AUSTRIA,GATWICK,KLAGENFURT,1011,1011,0,0,0,0,0
22/03/2018 09:29,201801,WESTERN EUROPE-EU,AUSTRIA,GATWICK,SALZBURG,19633,16216,3417,21165,17262,3903,-7.238365
22/03/2018 09:29,201801,WESTERN EUROPE-EU,AUSTRIA,GATWICK,VIENNA,16927,16927,0,14419,14419,0,17.393717
22/03/2018 09:29,201801,WESTERN EUROPE-EU,AUSTRIA,HEATHROW,INNSBRUCK,6662,6662,0,3665,3665,0,81.773533
22/03/2018 09:29,201801,WESTERN EUROPE-EU,AUSTRIA,HEATHROW,SALZBURG,5013,5013,0,2115,2115,0,137.021277
22/03/2018 09:29,201801,WESTERN EUROPE-EU,AUSTRIA,HEATHROW,VIENNA,47710,47710,0,48299,48299,0,-1.219487
22/03/2018 09:29,201801,WESTERN EUROPE-EU,AUSTRIA,LUTON,INNSBRUCK,2913,2913,0,1359,1359,0,114.348786
22/03/2018 09:29,201801,WESTERN EUROPE-EU,AUSTRIA,LUTON,SALZBURG,2210,1192,1018,2315,1206,1109,-4.535637
22/03/2018 09:29,201801,WESTERN EUROPE-EU,AUSTRIA,LUTON,VIENNA,3943,3943,0,4262,4262,0,-7.484749
22/03/2018 09:29,201801,WESTERN EUROPE-EU,AUSTRIA,SOUTHEND,VIENNA,647,647,0,0,0,0,0
22/03/2018 09:29,201801,WESTERN EUROPE-EU,AUSTRIA,STANSTED,INNSBRUCK,1987,0,1987,1705,0,1705,16.539589
22/03/2018 09:29,201801,WESTERN EUROPE-EU,AUSTRIA,STANSTED,LINZ,2827,2827,0,2938,2938,0,-3.77808
22/03/2018 09:29,201801,WESTERN EUROPE-EU,AUSTRIA,STANSTED,SALZBURG,14595,13426,1169,9624,8591,1033,51.65212
22/03/2018 09:29,201801,WESTERN EUROPE-EU,AUSTRIA,STANSTED,VIENNA,5288,5288,0,7358,7358,0,-28.132645
