rundate,reporting_period,airport_name,this_year_pax,this_year_total_pax_UK_airports,last_year_pax,last_year_total_pax_UK_airports
08/12/2020 10:24,202010,HEATHROW,33148841,110750737,80565573,296679835
08/12/2020 10:24,202010,GATWICK,16200200,110750737,46453155,296679835
08/12/2020 10:24,202010,STANSTED,11061060,110750737,28242554,296679835
08/12/2020 10:24,202010,MANCHESTER,10406283,110750737,29385698,296679835
08/12/2020 10:24,202010,LUTON,7754649,110750737,18112333,296679835
08/12/2020 10:24,202010,EDINBURGH,5362718,110750737,14756445,296679835
08/12/2020 10:24,202010,BIRMINGHAM,4353260,110750737,12671895,296679835
08/12/2020 10:24,202010,BRISTOL,3238713,110750737,8938082,296679835
08/12/2020 10:24,202010,GLASGOW,2978009,110750737,8894169,296679835
08/12/2020 10:24,202010,BELFAST INTERNATIONAL,2436516,110750737,6383916,296679835
08/12/2020 10:24,202010,LIVERPOOL (JOHN LENNON),1955737,110750737,5045034,296679835
08/12/2020 10:24,202010,LONDON CITY,1672461,110750737,5098323,296679835
08/12/2020 10:24,202010,NEWCASTLE,1607637,110750737,5194799,296679835
08/12/2020 10:24,202010,ABERDEEN,1311839,110750737,2933775,296679835
08/12/2020 10:24,202010,EAST MIDLANDS INTERNATIONAL,1286366,110750737,4723718,296679835
08/12/2020 10:24,202010,LEEDS BRADFORD,1125824,110750737,4007586,296679835
08/12/2020 10:24,202010,BELFAST CITY (GEORGE BEST),819451,110750737,2486033,296679835
08/12/2020 10:24,202010,SOUTHEND,680272,110750737,1955033,296679835
08/12/2020 10:24,202010,SOUTHAMPTON,526465,110750737,1825081,296679835
08/12/2020 10:24,202010,DONCASTER SHEFFIELD,466944,110750737,1404930,296679835
08/12/2020 10:24,202010,CARDIFF WALES,374577,110750737,1667098,296679835
08/12/2020 10:24,202010,INVERNESS,355885,110750737,929304,296679835
08/12/2020 10:24,202010,EXETER,264939,110750737,1030381,296679835
08/12/2020 10:24,202010,BOURNEMOUTH,253771,110750737,782296,296679835
08/12/2020 10:24,202010,NORWICH,162497,110750737,541333,296679835
08/12/2020 10:24,202010,PRESTWICK,129449,110750737,641299,296679835
08/12/2020 10:24,202010,SUMBURGH,127097,110750737,270143,296679835
08/12/2020 10:24,202010,NEWQUAY,115558,110750737,464451,296679835
08/12/2020 10:24,202010,CITY OF DERRY (EGLINTON),105374,110750737,200506,296679835
08/12/2020 10:24,202010,KIRKWALL,70712,110750737,162208,296679835
08/12/2020 10:24,202010,HUMBERSIDE,70289,110750737,205222,296679835
08/12/2020 10:24,202010,STORNOWAY,58981,110750737,129525,296679835
08/12/2020 10:24,202010,SCATSTA,53424,110750737,113153,296679835
08/12/2020 10:24,202010,ISLES OF SCILLY (ST.MARYS),44716,110750737,94032,296679835
08/12/2020 10:24,202010,LANDS END (ST JUST),36798,110750737,63897,296679835
08/12/2020 10:24,202010,TEESSIDE INTERNATIONAL AIRPORT,35197,110750737,0,296679835
08/12/2020 10:24,202010,DURHAM TEES VALLEY,22083,110750737,147796,296679835
08/12/2020 10:24,202010,BENBECULA,16207,110750737,35084,296679835
08/12/2020 10:24,202010,BLACKPOOL,13398,110750737,14827,296679835
08/12/2020 10:24,202010,ISLAY,11701,110750737,34719,296679835
08/12/2020 10:24,202010,DUNDEE,11187,110750737,20655,296679835
08/12/2020 10:24,202010,BARRA,7362,110750737,14592,296679835
08/12/2020 10:24,202010,TIREE,6077,110750737,11958,296679835
08/12/2020 10:24,202010,WICK JOHN O GROATS,3623,110750737,13718,296679835
08/12/2020 10:24,202010,CAMPBELTOWN,2838,110750737,7927,296679835
08/12/2020 10:24,202010,BIGGIN HILL,1868,110750737,2177,296679835
08/12/2020 10:24,202010,LERWICK (TINGWALL),1365,110750737,3315,296679835
08/12/2020 10:24,202010,OXFORD (KIDLINGTON),514,110750737,0,296679835
08/12/2020 10:24,202010,GLOUCESTERSHIRE,5,110750737,0,296679835
08/12/2020 10:24,202010,LYDD,0,110750737,87,296679835

