rundate,reporting_period,airport_name,this_year_pax,this_year_total_pax_UK_airports,last_year_pax,last_year_total_pax_UK_airports
01/04/2021 10:19,202101,HEATHROW,16687822,55877585,81058448,296892795
01/04/2021 10:19,202101,GATWICK,7367625,55877585,46513737,296892795
01/04/2021 10:19,202101,STANSTED,5737751,55877585,28097821,296892795
01/04/2021 10:19,202101,MANCHESTER,5381262,55877585,29359876,296892795
01/04/2021 10:19,202101,LUTON,4458186,55877585,18268031,296892795
01/04/2021 10:19,202101,EDINBURGH,2582744,55877585,14748806,296892795
01/04/2021 10:19,202101,BIRMINGHAM,2123982,55877585,12641079,296892795
01/04/2021 10:19,202101,BRISTOL,1676413,55877585,8974048,296892795
01/04/2021 10:19,202101,GLASGOW,1462613,55877585,8828636,296892795
01/04/2021 10:19,202101,BELFAST INTERNATIONAL,1396058,55877585,6252495,296892795
01/04/2021 10:19,202101,LIVERPOOL (JOHN LENNON),1044232,55877585,5037079,296892795
01/04/2021 10:19,202101,ABERDEEN,841644,55877585,2906644,296892795
01/04/2021 10:19,202101,NEWCASTLE,806335,55877585,5191644,296892795
01/04/2021 10:19,202101,EAST MIDLANDS INTERNATIONAL,715049,55877585,4649898,296892795
01/04/2021 10:19,202101,LEEDS BRADFORD,581518,55877585,3986188,296892795
01/04/2021 10:19,202101,LONDON CITY,579805,55877585,5116023,296892795
01/04/2021 10:19,202101,BELFAST CITY (GEORGE BEST),419458,55877585,2434782,296892795
01/04/2021 10:19,202101,SOUTHEND,277128,55877585,2087160,296892795
01/04/2021 10:19,202101,DONCASTER SHEFFIELD,276316,55877585,1405450,296892795
01/04/2021 10:19,202101,SOUTHAMPTON,198131,55877585,1762018,296892795
01/04/2021 10:19,202101,INVERNESS,190678,55877585,939175,296892795
01/04/2021 10:19,202101,CARDIFF WALES,151651,55877585,1649957,296892795
01/04/2021 10:19,202101,BOURNEMOUTH,133147,55877585,810840,296892795
01/04/2021 10:19,202101,SUMBURGH,107138,55877585,265441,296892795
01/04/2021 10:19,202101,NORWICH,100627,55877585,527447,296892795
01/04/2021 10:19,202101,EXETER,97332,55877585,1018408,296892795
01/04/2021 10:19,202101,PRESTWICK,73250,55877585,634764,296892795
01/04/2021 10:19,202101,CITY OF DERRY (EGLINTON),66406,55877585,204440,296892795
01/04/2021 10:19,202101,NEWQUAY,48230,55877585,457826,296892795
01/04/2021 10:19,202101,KIRKWALL,46313,55877585,161888,296892795
01/04/2021 10:19,202101,ISLES OF SCILLY (ST.MARYS),39805,55877585,93346,296892795
01/04/2021 10:19,202101,STORNOWAY,35784,55877585,130208,296892795
01/04/2021 10:19,202101,HUMBERSIDE,33720,55877585,201119,296892795
01/04/2021 10:19,202101,LANDS END (ST JUST),32840,55877585,63414,296892795
01/04/2021 10:19,202101,TEESSIDE INTERNATIONAL AIRPORT,27648,55877585,10190,296892795
01/04/2021 10:19,202101,SCATSTA,26906,55877585,108418,296892795
01/04/2021 10:19,202101,BENBECULA,11008,55877585,34585,296892795
01/04/2021 10:19,202101,BLACKPOOL,9866,55877585,15462,296892795
01/04/2021 10:19,202101,ISLAY,7353,55877585,34642,296892795
01/04/2021 10:19,202101,DUNDEE,6990,55877585,21140,296892795
01/04/2021 10:19,202101,BARRA,5543,55877585,14575,296892795
01/04/2021 10:19,202101,TIREE,4775,55877585,11878,296892795
01/04/2021 10:19,202101,CAMPBELTOWN,1825,55877585,7815,296892795
01/04/2021 10:19,202101,BIGGIN HILL,1814,55877585,2085,296892795
01/04/2021 10:19,202101,WICK JOHN O GROATS,1216,55877585,12525,296892795
01/04/2021 10:19,202101,LERWICK (TINGWALL),1124,55877585,3290,296892795
01/04/2021 10:19,202101,OXFORD (KIDLINGTON),519,55877585,0,296892795
01/04/2021 10:19,202101,GLOUCESTERSHIRE,5,55877585,0,296892795
01/04/2021 10:19,202101,DURHAM TEES VALLEY,0,55877585,138021,296892795
01/04/2021 10:19,202101,LYDD,0,55877585,33,296892795

