rundate,this_period,last_period,reporting_airport_group_name,reporting_airport_name,total_pax_this_period,total_pax_last_period,total_pax_percent,terminal_pax_this_period,terminal_pax_last_period,terminal_pax_percent,transit_pax_this_period,transit_pax_last_period,transit_pax_percent
7/24/2020 11:08:59 AM,202004,201904,Other UK Airports,ABERDEEN,32964,239815,-86.254404,32964,239815,-86.254404,0,0,Null
7/24/2020 11:08:59 AM,202004,201904,Non UK Reporting Airports,ALDERNEY,120,4578,-97.378768,120,4578,-97.378768,0,0,Null
7/24/2020 11:08:59 AM,202004,201904,Other UK Airports,BARRA,69,1412,-95.113314,69,1412,-95.113314,0,0,Null
7/24/2020 11:08:59 AM,202004,201904,Other UK Airports,BELFAST CITY (GEORGE BEST),2503,211050,-98.814025,2503,211050,-98.814025,0,0,Null
7/24/2020 11:08:59 AM,202004,201904,Other UK Airports,BELFAST INTERNATIONAL,0,542166,Null,0,542166,Null,0,0,Null
7/24/2020 11:08:59 AM,202004,201904,Other UK Airports,BENBECULA,152,3030,-94.983498,42,3030,-98.613861,110,0,Null
7/24/2020 11:08:59 AM,202004,201904,Other UK Airports,BIGGIN HILL,30,252,-88.095238,30,252,-88.095238,0,0,Null
7/24/2020 11:08:59 AM,202004,201904,Other UK Airports,BIRMINGHAM,4768,1004085,-99.525140,4768,1003699,-99.524957,0,386,Null
7/24/2020 11:08:59 AM,202004,201904,Other UK Airports,BLACKPOOL,650,1745,-62.750716,650,1745,-62.750716,0,0,Null
7/24/2020 11:08:59 AM,202004,201904,Other UK Airports,BOURNEMOUTH,0,69079,Null,0,69079,Null,0,0,Null
7/24/2020 11:08:59 AM,202004,201904,Other UK Airports,BRISTOL,357,714889,-99.950062,357,714889,-99.950062,0,0,Null
7/24/2020 11:08:59 AM,202004,201904,Other UK Airports,CAMPBELTOWN,8,646,-98.761610,7,646,-98.916409,1,0,Null
7/24/2020 11:08:59 AM,202004,201904,Other UK Airports,CARDIFF WALES,0,126274,Null,0,126274,Null,0,0,Null
7/24/2020 11:08:59 AM,202004,201904,Other UK Airports,CITY OF DERRY (EGLINTON),166,15887,-98.955121,166,15887,-98.955121,0,0,Null
7/24/2020 11:08:59 AM,202004,201904,Other UK Airports,DONCASTER SHEFFIELD,643,101122,-99.364134,643,101122,-99.364134,0,0,Null
7/24/2020 11:08:59 AM,202004,201904,Other UK Airports,DUNDEE,0,1822,Null,0,1822,Null,0,0,Null
7/24/2020 11:08:59 AM,202004,201904,Other UK Airports,EAST MIDLANDS INTERNATIONAL,59,393638,-99.985012,59,393638,-99.985012,0,0,Null
7/24/2020 11:08:59 AM,202004,201904,Other UK Airports,EDINBURGH,5381,1257778,-99.572182,5381,1257408,-99.572056,0,370,Null
7/24/2020 11:08:59 AM,202004,201904,Other UK Airports,EXETER,0,84990,Null,0,84990,Null,0,0,Null
7/24/2020 11:08:59 AM,202004,201904,London Area Airports,GATWICK,9435,3854923,-99.755248,9435,3854923,-99.755248,0,0,Null
7/24/2020 11:08:59 AM,202004,201904,Other UK Airports,GLASGOW,4059,692185,-99.413596,4059,691804,-99.413273,0,381,Null
7/24/2020 11:08:59 AM,202004,201904,Non UK Reporting Airports,GUERNSEY,613,69606,-99.119329,613,67361,-99.089978,0,2245,Null
7/24/2020 11:08:59 AM,202004,201904,London Area Airports,HEATHROW,206600,6798206,-96.960963,206600,6798206,-96.960963,0,0,Null
7/24/2020 11:08:59 AM,202004,201904,Other UK Airports,HUMBERSIDE,639,16049,-96.018444,639,15851,-95.968709,0,198,Null
7/24/2020 11:08:59 AM,202004,201904,Other UK Airports,INVERNESS,0,83367,Null,0,83367,Null,0,0,Null
7/24/2020 11:08:59 AM,202004,201904,Other UK Airports,ISLAY,57,3243,-98.242368,57,3202,-98.219863,0,41,Null
7/24/2020 11:08:59 AM,202004,201904,Non UK Reporting Airports,ISLE OF MAN,241,70079,-99.656102,241,70079,-99.656102,0,0,Null
7/24/2020 11:08:59 AM,202004,201904,Other UK Airports,ISLES OF SCILLY (ST.MARYS),135,9455,-98.572184,135,9455,-98.572184,0,0,Null
7/24/2020 11:08:59 AM,202004,201904,Non UK Reporting Airports,JERSEY,802,154240,-99.480031,802,151324,-99.470011,0,2916,Null
7/24/2020 11:08:59 AM,202004,201904,Other UK Airports,KIRKWALL,782,14128,-94.464892,617,13114,-95.295104,165,1014,-83.727811
7/24/2020 11:08:59 AM,202004,201904,Other UK Airports,LANDS END (ST JUST),135,6626,-97.962572,135,6626,-97.962572,0,0,Null
7/24/2020 11:08:59 AM,202004,201904,Other UK Airports,LEEDS BRADFORD,0,318006,Null,0,318006,Null,0,0,Null
7/24/2020 11:08:59 AM,202004,201904,Other UK Airports,LERWICK (TINGWALL),17,261,-93.486590,17,261,-93.486590,0,0,Null
7/24/2020 11:08:59 AM,202004,201904,Other UK Airports,LIVERPOOL (JOHN LENNON),862,443373,-99.805581,862,443373,-99.805581,0,0,Null
7/24/2020 11:08:59 AM,202004,201904,London Area Airports,LONDON CITY,0,420996,Null,0,420996,Null,0,0,Null
7/24/2020 11:08:59 AM,202004,201904,London Area Airports,LUTON,14183,1554456,-99.087591,14183,1554456,-99.087591,0,0,Null
7/24/2020 11:08:59 AM,202004,201904,Other UK Airports,LYDD,0,2,Null,0,2,Null,0,0,Null
