Run_Date,This_Period,Last_Period,rpt_apt_grp_name,rpt_apt_name,total_pax_tp,total_pax_eu_shd_tp,total_pax_eu_cht_tp,total_pax_eu_tp,total_pax_eu_lp,total_pax_eu_pc,total_pax_oi_shd_tp,total_pax_oi_cht_tp,total_pax_oi_tp,total_pax_oi_lp,total_pax_oi_pc
07/04/2020 14:15:46,      202002,201902,London Area Airports,GATWICK,"2,706,940","1,658,478","93,687","1,752,165","1,808,681",-3.1247080,"894,237","60,538","954,775","1,015,939",-6.0204402
07/04/2020 14:15:46,      202002,201902,London Area Airports,HEATHROW,"5,092,742","1,827,773","1,320","1,829,093","1,859,085",-1.6132667,"3,262,768",881,"3,263,649","3,302,342",-1.1716836
07/04/2020 14:15:46,      202002,201902,London Area Airports,LONDON CITY,"273,013","227,321",50,"227,371","228,515",-0.5006236,"45,642",0,"45,642","51,032",-10.5620003
07/04/2020 14:15:46,      202002,201902,London Area Airports,LUTON,"1,066,515","868,868","2,874","871,742","944,244",-7.6783120,"194,773",0,"194,773","164,466",18.4275169
07/04/2020 14:15:46,      202002,201902,London Area Airports,SOUTHEND,"124,693","117,479",0,"117,479","74,899",56.8498912,"7,214",0,"7,214","6,334",13.8932744
07/04/2020 14:15:46,      202002,201902,London Area Airports,STANSTED,"1,782,286","1,570,057","16,986","1,587,043","1,553,760",2.1420940,"193,954","1,289","195,243","162,544",20.1170145
07/04/2020 14:15:46,      202002,201902,Other UK Airports,ABERDEEN,"84,034","39,180","2,785","41,965","42,230",-0.6275160,"14,002","28,067","42,069","44,901",-6.3072092
07/04/2020 14:15:46,      202002,201902,Other UK Airports,BELFAST CITY (GEORGE BEST),"3,351","3,351",0,"3,351","3,624",-7.5331126,0,0,0,4,0.0000000
07/04/2020 14:15:46,      202002,201902,Other UK Airports,BELFAST INTERNATIONAL,"90,517","71,337","7,975","79,312","104,124",-23.8292805,"10,825",380,"11,205","7,354",52.3660593
07/04/2020 14:15:46,      202002,201902,Other UK Airports,BIGGIN HILL,178,0,123,123,45,173.3333333,0,55,55,39,41.0256410
07/04/2020 14:15:46,      202002,201902,Other UK Airports,BIRMINGHAM,"698,239","486,347","38,591","524,938","517,093",1.5171352,"155,605","17,696","173,301","174,289",-0.5668746
07/04/2020 14:15:46,      202002,201902,Other UK Airports,BLACKPOOL,"1,480",0,0,0,0,0.0000000,0,"1,480","1,480","1,258",17.6470588
07/04/2020 14:15:46,      202002,201902,Other UK Airports,BOURNEMOUTH,"42,063","27,061","7,619","34,680","26,486",30.9370988,"6,965",418,"7,383","7,683",-3.9047247
07/04/2020 14:15:46,      202002,201902,Other UK Airports,BRISTOL,"457,126","382,495","27,115","409,610","381,960",7.2389779,"39,501","8,015","47,516","43,029",10.4278510
07/04/2020 14:15:46,      202002,201902,Other UK Airports,CARDIFF WALES,"63,616","30,977","23,262","54,239","54,357",-0.2170834,"7,889","1,488","9,377","6,804",37.8159906
07/04/2020 14:15:46,      202002,201902,Other UK Airports,DONCASTER SHEFFIELD,"62,994","48,585","14,225","62,810","64,244",-2.2321151,50,134,184,774,-76.2273902
07/04/2020 14:15:46,      202002,201902,Other UK Airports,DUNDEE,10,0,2,2,0,0.0000000,0,8,8,0,0.0000000
07/04/2020 14:15:46,      202002,201902,Other UK Airports,EAST MIDLANDS INTERNATIONAL,"174,242","155,322","16,259","171,581","178,187",-3.7073412,"2,474",187,"2,661","7,297",-63.5329588
07/04/2020 14:15:46,      202002,201902,Other UK Airports,EDINBURGH,"578,717","478,256","12,915","491,171","453,734",8.2508695,"85,923","1,623","87,546","82,072",6.6697534
07/04/2020 14:15:46,      202002,201902,Other UK Airports,EXETER,"31,389","20,317","10,580","30,897","29,554",4.5442241,492,0,492,922,-46.6377440
07/04/2020 14:15:46,      202002,201902,Other UK Airports,GLASGOW,"248,160","180,423","16,160","196,583","191,077",2.8815608,"49,384","2,193","51,577","48,831",5.6234769
07/04/2020 14:15:46,      202002,201902,Other UK Airports,HUMBERSIDE,"10,955","10,332",0,"10,332","10,222",1.0761104,0,623,623,"2,322",-73.1696813
07/04/2020 14:15:46,      202002,201902,Other UK Airports,INVERNESS,"4,133","4,133",0,"4,133","3,913",5.6222847,0,0,0,0,0.0000000
07/04/2020 14:15:46,      202002,201902,Other UK Airports,LEEDS BRADFORD,"163,544","151,470",166,"151,636","161,194",-5.9295011,"11,908",0,"11,908","11,519",3.3770293
07/04/2020 14:15:46,      202002,201902,Other UK Airports,LIVERPOOL (JOHN LENNON),"257,607","229,248","1,168","230,416","233,743",-1.4233581,"26,629",562,"27,191","25,135",8.1798289
07/04/2020 14:15:46,      202002,201902,Other UK Airports,MANCHESTER,"1,611,151","1,003,517","78,152","1,081,669","1,060,950",1.9528724,"480,757","48,725","529,482","545,685",-2.9692955
07/04/2020 14:15:46,      202002,201902,Other UK Airports,NEWCASTLE,"196,348","163,567",613,"164,180","166,717",-1.5217404,"32,038",130,"32,168","32,490",-0.9910742
07/04/2020 14:15:46,      202002,201902,Other UK Airports,NEWQUAY,"3,756","3,756",0,"3,756","4,193",-10.4221321,0,0,0,0,0.0000000
07/04/2020 14:15:46,      202002,201902,Other UK Airports,NORWICH,"18,915","10,923","1,682","12,605","14,594",-13.6288886,0,"6,310","6,310","7,524",-16.1350346
07/04/2020 14:15:46,      202002,201902,Other UK Airports,PRESTWICK,"16,982","16,980",0,"16,980","21,181",-19.8338133,2,0,2,3,-33.3333333
07/04/2020 14:15:46,      202002,201902,Other UK Airports,SCATSTA,"3,659",0,0,0,0,0.0000000,0,"3,659","3,659","4,090",-10.5378973
07/04/2020 14:15:46,      202002,201902,Other UK Airports,SOUTHAMPTON,"33,574","29,459",0,"29,459","40,419",-27.1159603,"4,115",0,"4,115","4,394",-6.3495676
07/04/2020 14:15:46,      202002,201902,Other UK Airports,SUMBURGH,"3,190",0,1,1,0,0.0000000,0,"3,189","3,189","4,829",-33.9614827
07/04/2020 14:15:46,      202002,201902,Other UK Airports,TEESSIDE INTERNATIONAL AIRPORT,"8,938","8,938",0,"8,938","9,089",-1.6613489,0,0,0,378,0.0000000
07/04/2020 14:15:46,      202002,201902,Non UK Reporting Airports,GUERNSEY,739,700,0,700,700,0.0000000,0,39,39,0,0.0000000
07/04/2020 14:15:46,      202002,201902,Non UK Reporting Airports,ISLE OF MAN,"3,742","3,153",0,"3,153","2,925",7.7948718,0,589,589,495,18.9898990
07/04/2020 14:15:46,      202002,201902,Non UK Reporting Airports,JERSEY,"1,937",31,"1,362","1,393","1,137",22.5153914,544,0,544,500,8.8000000

