rundate,this_period,foreign_region,foreign_country,UK_airport,foreign_airport,total_pax_this_period,total_pax_scheduled_this_period,total_pax_charter_this_period,total_pax_last_period,total_pax_scheduled_last_period,total_pax_charter_last_period,total_pax_percent
07/04/2020 14:56,202002,WESTERN EUROPE-EU,AUSTRIA,GATWICK,INNSBRUCK,37012,28845,8167,37190,30474,6716,-0.478623
07/04/2020 14:56,202002,WESTERN EUROPE-EU,AUSTRIA,GATWICK,KLAGENFURT,2360,2360,0,2273,2273,0,3.827541
07/04/2020 14:56,202002,WESTERN EUROPE-EU,AUSTRIA,GATWICK,LINZ,180,180,0,0,0,0,0
07/04/2020 14:56,202002,WESTERN EUROPE-EU,AUSTRIA,GATWICK,SALZBURG,24949,20862,4087,21174,17427,3747,17.828469
07/04/2020 14:56,202002,WESTERN EUROPE-EU,AUSTRIA,GATWICK,VIENNA,12229,12229,0,21183,21183,0,-42.269745
07/04/2020 14:56,202002,WESTERN EUROPE-EU,AUSTRIA,HEATHROW,INNSBRUCK,6525,6525,0,7759,7759,0,-15.904111
07/04/2020 14:56,202002,WESTERN EUROPE-EU,AUSTRIA,HEATHROW,SALZBURG,4458,4458,0,3975,3975,0,12.150943
07/04/2020 14:56,202002,WESTERN EUROPE-EU,AUSTRIA,HEATHROW,VIENNA,56015,56015,0,48638,48638,0,15.167153
07/04/2020 14:56,202002,WESTERN EUROPE-EU,AUSTRIA,LUTON,INNSBRUCK,3029,3029,0,2328,2328,0,30.111684
07/04/2020 14:56,202002,WESTERN EUROPE-EU,AUSTRIA,LUTON,SALZBURG,2829,2034,795,3356,1808,1548,-15.703218
07/04/2020 14:56,202002,WESTERN EUROPE-EU,AUSTRIA,LUTON,VIENNA,3122,3122,0,3438,3438,0,-9.19139
07/04/2020 14:56,202002,WESTERN EUROPE-EU,AUSTRIA,STANSTED,INNSBRUCK,3247,554,2693,3318,1230,2088,-2.139843
07/04/2020 14:56,202002,WESTERN EUROPE-EU,AUSTRIA,STANSTED,SALZBURG,12341,10844,1497,13150,11253,1897,-6.152091
07/04/2020 14:56,202002,WESTERN EUROPE-EU,AUSTRIA,STANSTED,VIENNA,17198,17198,0,20206,20102,104,-14.886667
07/04/2020 14:56,202002,WESTERN EUROPE-EU,AUSTRIA,BELFAST CITY (GEORGE BEST),SALZBURG,0,0,0,595,0,595,-100
07/04/2020 14:56,202002,WESTERN EUROPE-EU,AUSTRIA,BELFAST INTERNATIONAL,SALZBURG,3149,1574,1575,2961,1975,986,6.349206
07/04/2020 14:56,202002,WESTERN EUROPE-EU,AUSTRIA,BIGGIN HILL,VIENNA,0,0,0,4,0,4,-100
07/04/2020 14:56,202002,WESTERN EUROPE-EU,AUSTRIA,BIRMINGHAM,INNSBRUCK,5356,1666,3690,2973,0,2973,80.154726
07/04/2020 14:56,202002,WESTERN EUROPE-EU,AUSTRIA,BIRMINGHAM,SALZBURG,3798,2111,1687,3342,1791,1551,13.644524
07/04/2020 14:56,202002,WESTERN EUROPE-EU,AUSTRIA,BIRMINGHAM,VIENNA,6357,6357,0,1567,1567,0,305.679643
