Run_Date,This_Period,Last_Period,rpt_apt_grp_name,rpt_apt_name,total_pax_tp,total_pax_eu_shd_tp,total_pax_eu_cht_tp,total_pax_eu_tp,total_pax_eu_lp,total_pax_eu_pc,total_pax_oi_shd_tp,total_pax_oi_cht_tp,total_pax_oi_tp,total_pax_oi_lp,total_pax_oi_pc
15/04/2021 08:53:58,      202102,202002,London Area Airports,GATWICK,"23,315","13,151",330,"13,481","1,752,165",-99.2306090,"9,672",162,"9,834","954,775",-98.9700191
15/04/2021 08:53:58,      202102,202002,London Area Airports,HEATHROW,"408,988","117,941",116,"118,057","1,829,093",-93.5455988,"266,255","24,676","290,931","3,263,649",-91.0857142
15/04/2021 08:53:58,      202102,202002,London Area Airports,LONDON CITY,"3,160","3,160",0,"3,160","227,371",-98.6102009,0,0,0,"45,642",0.0000000
15/04/2021 08:53:58,      202102,202002,London Area Airports,LUTON,"94,095","76,679",0,"76,679","871,742",-91.2039342,"17,416",0,"17,416","194,773",-91.0583089
15/04/2021 08:53:58,      202102,202002,London Area Airports,SOUTHEND,,0,0,0,"117,479",0.0000000,0,0,0,"7,214",0.0000000
15/04/2021 08:53:58,      202102,202002,London Area Airports,STANSTED,"33,864","23,487",143,"23,630","1,587,043",-98.5110674,"10,218",16,"10,234","195,243",-94.7583268
15/04/2021 08:53:58,      202102,202002,Other UK Airports,ABERDEEN,"24,049",0,570,570,"41,965",-98.6417252,"1,766","21,713","23,479","42,069",-44.1893080
15/04/2021 08:53:58,      202102,202002,Other UK Airports,BELFAST CITY (GEORGE BEST),0,0,0,0,"3,351",0.0000000,0,0,0,0,0.0000000
15/04/2021 08:53:58,      202102,202002,Other UK Airports,BELFAST INTERNATIONAL,0,0,0,0,"79,312",0.0000000,0,0,0,"11,205",0.0000000
15/04/2021 08:53:58,      202102,202002,Other UK Airports,BIGGIN HILL,96,0,90,90,123,-26.8292683,0,6,6,55,-89.0909091
