rundate,reporting_period,airport_name,this_year_pax,this_year_total_pax_UK_airports,last_year_pax,last_year_total_pax_UK_airports
24/07/2020 11:56,202005,HEATHROW,64464968,233548391,80657104,296108544
24/07/2020 11:56,202005,GATWICK,36385797,233548391,46640800,296108544
24/07/2020 11:56,202005,MANCHESTER,23238238,233548391,28900604,296108544
24/07/2020 11:56,202005,STANSTED,21944069,233548391,28460418,296108544
24/07/2020 11:56,202005,LUTON,14297599,233548391,17445064,296108544
24/07/2020 11:56,202005,EDINBURGH,11515077,233548391,14718975,296108544
24/07/2020 11:56,202005,BIRMINGHAM,9964130,233548391,12613694,296108544
24/07/2020 11:56,202005,BRISTOL,7121306,233548391,8832761,296108544
24/07/2020 11:56,202005,GLASGOW,6931056,233548391,9367484,296108544
24/07/2020 11:56,202005,BELFAST INTERNATIONAL,4804965,233548391,6505020,296108544
24/07/2020 11:56,202005,NEWCASTLE,4087873,233548391,5312231,296108544
24/07/2020 11:56,202005,LONDON CITY,3927226,233548391,4980561,296108544
24/07/2020 11:56,202005,LIVERPOOL (JOHN LENNON),3924400,233548391,5051985,296108544
24/07/2020 11:56,202005,EAST MIDLANDS INTERNATIONAL,3590077,233548391,4825312,296108544
24/07/2020 11:56,202005,LEEDS BRADFORD,3119566,233548391,4082571,296108544
24/07/2020 11:56,202005,ABERDEEN,2349635,233548391,2986358,296108544
24/07/2020 11:56,202005,BELFAST CITY (GEORGE BEST),1835195,233548391,2506090,296108544
24/07/2020 11:56,202005,SOUTHEND,1714956,233548391,1646146,296108544
24/07/2020 11:56,202005,SOUTHAMPTON,1322717,233548391,1921779,296108544
24/07/2020 11:56,202005,CARDIFF WALES,1276460,233548391,1618183,296108544
24/07/2020 11:56,202005,DONCASTER SHEFFIELD,1112635,233548391,1254954,296108544
24/07/2020 11:56,202005,EXETER,774367,233548391,971542,296108544
24/07/2020 11:56,202005,INVERNESS,735411,233548391,906414,296108544
24/07/2020 11:56,202005,BOURNEMOUTH,647322,233548391,700143,296108544
24/07/2020 11:56,202005,PRESTWICK,472113,233548391,650616,296108544
24/07/2020 11:56,202005,NORWICH,415769,233548391,543291,296108544
24/07/2020 11:56,202005,NEWQUAY,343855,233548391,468022,296108544
24/07/2020 11:56,202005,SUMBURGH,214870,233548391,248562,296108544
24/07/2020 11:56,202005,CITY OF DERRY (EGLINTON),169941,233548391,186206,296108544
24/07/2020 11:56,202005,HUMBERSIDE,156889,233548391,199810,296108544
24/07/2020 11:56,202005,KIRKWALL,128764,233548391,166660,296108544
24/07/2020 11:56,202005,STORNOWAY,106044,233548391,130203,296108544
24/07/2020 11:56,202005,SCATSTA,95012,233548391,146308,296108544
24/07/2020 11:56,202005,DURHAM TEES VALLEY,89655,233548391,140839,296108544
24/07/2020 11:56,202005,ISLES OF SCILLY (ST.MARYS),70600,233548391,92911,296108544
24/07/2020 11:56,202005,LANDS END (ST JUST),49351,233548391,65144,296108544
24/07/2020 11:56,202005,BENBECULA,27649,233548391,36257,296108544
24/07/2020 11:56,202005,ISLAY,26550,233548391,32884,296108544
24/07/2020 11:56,202005,TEESSIDE INTERNATIONAL AIRPORT,25855,233548391,0,296108544
24/07/2020 11:56,202005,DUNDEE,16670,233548391,21462,296108544
24/07/2020 11:56,202005,BLACKPOOL,13749,233548391,16431,296108544
24/07/2020 11:56,202005,BARRA,11151,233548391,14615,296108544
24/07/2020 11:56,202005,TIREE,9409,233548391,12188,296108544
24/07/2020 11:56,202005,WICK JOHN O GROATS,8991,233548391,15880,296108544
24/07/2020 11:56,202005,CAMPBELTOWN,5888,233548391,8305,296108544
24/07/2020 11:56,202005,LERWICK (TINGWALL),2609,233548391,3582,296108544
24/07/2020 11:56,202005,BIGGIN HILL,1931,233548391,1907,296108544
24/07/2020 11:56,202005,LYDD,31,233548391,268,296108544

