rundate,reporting_period,reporting_airport_group_name,reporting_airport_name,total_pax,pax_terminal_scheduled_UK,pax_transit_scheduled_UK,pax_terminal_scheduled_foreign_EU,pax_transit_scheduled_foreign_EU,pax_terminal_scheduled_foreign_non_EU,pax_transit_scheduled_foreign_non_EU,pax_terminal_charter_UK,pax_transit_charter_UK,pax_terminal_charter_foreign_EU,pax_transit_charter_foreign_EU,pax_terminal_charter_foreign_non_EU,pax_transit_charter_foreign_non_EU
19/11/2021 15:57,202109,Other UK Airports,ABERDEEN,126394,70842,0,18751,0,2364,0,34319,0,0,0,118,0
19/11/2021 15:57,202109,Non UK Reporting Airports,ALDERNEY,5139,5139,0,0,0,0,0,0,0,0,0,0,0
19/11/2021 15:57,202109,Other UK Airports,BARRA,1206,1206,0,0,0,0,0,0,0,0,0,0,0
19/11/2021 15:57,202109,Other UK Airports,BELFAST CITY (GEORGE BEST),101343,62978,0,38352,0,0,0,7,0,6,0,0,0
19/11/2021 15:57,202109,Other UK Airports,BELFAST INTERNATIONAL,312091,300200,747,9522,0,0,0,770,0,7,0,845,0
19/11/2021 15:57,202109,Other UK Airports,BENBECULA,2284,2270,14,0,0,0,0,0,0,0,0,0,0
19/11/2021 15:57,202109,Other UK Airports,BIGGIN HILL,269,0,0,0,0,0,0,2,0,267,0,0,0
19/11/2021 15:57,202109,Other UK Airports,BIRMINGHAM,409568,158022,164,183613,0,15854,0,50830,99,986,0,0,0
19/11/2021 15:57,202109,Other UK Airports,BOURNEMOUTH,38201,5043,0,25544,0,0,0,7614,0,0,0,0,0
19/11/2021 15:57,202109,Other UK Airports,BRISTOL,369448,240511,0,103296,165,0,0,25397,79,0,0,0,0
19/11/2021 15:57,202109,Other UK Airports,CAMPBELTOWN,439,432,7,0,0,0,0,0,0,0,0,0,0
19/11/2021 15:57,202109,Other UK Airports,CARDIFF WALES,24003,2087,0,11542,0,0,0,10010,96,220,0,48,0
19/11/2021 15:57,202109,Other UK Airports,CITY OF DERRY (EGLINTON),7630,7630,0,0,0,0,0,0,0,0,0,0,0
19/11/2021 15:57,202109,Other UK Airports,DONCASTER SHEFFIELD,55099,10671,0,22002,0,0,0,22227,102,97,0,0,0
