rundate,reporting_period,airport_name,this_year_pax,this_year_total_pax_UK_airports,last_year_pax,last_year_total_pax_UK_airports
15/02/2021 09:24,202012,HEATHROW,22109550,73761978,80886589,296839124
15/02/2021 09:24,202012,GATWICK,10171867,73761978,46574786,296839124
15/02/2021 09:24,202012,STANSTED,7536869,73761978,28124292,296839124
15/02/2021 09:24,202012,MANCHESTER,7029384,73761978,29367477,296839124
15/02/2021 09:24,202012,LUTON,5550401,73761978,18213901,296839124
15/02/2021 09:24,202012,EDINBURGH,3473652,73761978,14733966,296839124
15/02/2021 09:24,202012,BIRMINGHAM,2865845,73761978,12646456,296839124
15/02/2021 09:24,202012,BRISTOL,2192725,73761978,8959679,296839124
15/02/2021 09:24,202012,GLASGOW,1944981,73761978,8843214,296839124
15/02/2021 09:24,202012,BELFAST INTERNATIONAL,1746951,73761978,6278374,296839124
15/02/2021 09:24,202012,LIVERPOOL (JOHN LENNON),1337669,73761978,5043975,296839124
15/02/2021 09:24,202012,NEWCASTLE,1061146,73761978,5198952,296839124
15/02/2021 09:24,202012,ABERDEEN,994076,73761978,2912743,296839124
15/02/2021 09:24,202012,LONDON CITY,908105,73761978,5122271,296839124
15/02/2021 09:24,202012,EAST MIDLANDS INTERNATIONAL,900832,73761978,4674338,296839124
15/02/2021 09:24,202012,LEEDS BRADFORD,751048,73761978,3992209,296839124
15/02/2021 09:24,202012,BELFAST CITY (GEORGE BEST),542523,73761978,2455259,296839124
15/02/2021 09:24,202012,SOUTHEND,401143,73761978,2035535,296839124
15/02/2021 09:24,202012,DONCASTER SHEFFIELD,338586,73761978,1407862,296839124
15/02/2021 09:24,202012,SOUTHAMPTON,296094,73761978,1781308,296839124
15/02/2021 09:24,202012,INVERNESS,239987,73761978,937728,296839124
15/02/2021 09:24,202012,CARDIFF WALES,219197,73761978,1654920,296839124
15/02/2021 09:24,202012,BOURNEMOUTH,175907,73761978,803127,296839124
15/02/2021 09:24,202012,EXETER,147921,73761978,1021705,296839124
15/02/2021 09:24,202012,NORWICH,120258,73761978,530328,296839124
15/02/2021 09:24,202012,SUMBURGH,113951,73761978,267420,296839124
15/02/2021 09:24,202012,PRESTWICK,90608,73761978,638975,296839124
15/02/2021 09:24,202012,CITY OF DERRY (EGLINTON),80494,73761978,203777,296839124
15/02/2021 09:24,202012,NEWQUAY,67877,73761978,461469,296839124
15/02/2021 09:24,202012,KIRKWALL,54638,73761978,161516,296839124
15/02/2021 09:24,202012,HUMBERSIDE,45075,73761978,201818,296839124
15/02/2021 09:24,202012,STORNOWAY,43093,73761978,129500,296839124
15/02/2021 09:24,202012,ISLES OF SCILLY (ST.MARYS),41766,73761978,93927,296839124
15/02/2021 09:24,202012,TEESSIDE INTERNATIONAL AIRPORT,37141,73761978,0,296839124
15/02/2021 09:24,202012,SCATSTA,35624,73761978,109480,296839124
15/02/2021 09:24,202012,LANDS END (ST JUST),34556,73761978,63847,296839124
15/02/2021 09:24,202012,BENBECULA,12713,73761978,34656,296839124
15/02/2021 09:24,202012,BLACKPOOL,11412,73761978,15213,296839124
15/02/2021 09:24,202012,ISLAY,8693,73761978,34771,296839124
15/02/2021 09:24,202012,DUNDEE,8647,73761978,20917,296839124
15/02/2021 09:24,202012,BARRA,6140,73761978,14599,296839124
15/02/2021 09:24,202012,TIREE,5221,73761978,11944,296839124
15/02/2021 09:24,202012,CAMPBELTOWN,2108,73761978,7975,296839124
15/02/2021 09:24,202012,WICK JOHN O GROATS,1913,73761978,12892,296839124
15/02/2021 09:24,202012,BIGGIN HILL,1845,73761978,2262,296839124
15/02/2021 09:24,202012,LERWICK (TINGWALL),1227,73761978,3309,296839124
15/02/2021 09:24,202012,OXFORD (KIDLINGTON),514,73761978,0,296839124
15/02/2021 09:24,202012,GLOUCESTERSHIRE,5,73761978,0,296839124
15/02/2021 09:24,202012,DURHAM TEES VALLEY,0,73761978,147824,296839124
15/02/2021 09:24,202012,LYDD,0,73761978,39,296839124

