rundate,this_period,last_period,grp_cd,grp_name,apt1_apt_name,apt2_apt_name,total_pax_tp,total_pax_shd_tp,total_pax_cht_tp,total_pax_lp,total_pax_shd_lp,total_pax_cht_lp,total_pax_pc
03/03/2019 11:10,2018,2017,A,London Area Airports,GATWICK,ABERDEEN,150106,150106,0,156446,156446,0,-4.05252
03/03/2019 11:10,2018,2017,A,London Area Airports,GATWICK,BELFAST INTERNATIONAL,595943,595180,763,982928,982925,3,-39.37064
03/03/2019 11:10,2018,2017,A,London Area Airports,GATWICK,BIRMINGHAM,290,155,135,203,55,148,42.85714
03/03/2019 11:10,2018,2017,A,London Area Airports,GATWICK,BOURNEMOUTH,4,0,4,177,176,1,-97.74011
03/03/2019 11:10,2018,2017,A,London Area Airports,GATWICK,BRISTOL,158,158,0,1,0,1,15700
03/03/2019 11:10,2018,2017,A,London Area Airports,GATWICK,CARDIFF WALES,162,0,162,86,0,86,88.37209
03/03/2019 11:10,2018,2017,A,London Area Airports,GATWICK,DONCASTER SHEFFIELD,44,44,0,169,0,169,-73.9645
03/03/2019 11:10,2018,2017,A,London Area Airports,GATWICK,DURHAM TEES VALLEY,116,0,116,0,0,0,0
03/03/2019 11:10,2018,2017,A,London Area Airports,GATWICK,EAST MIDLANDS INTERNATIONAL,443,201,242,106,0,106,317.92453
03/03/2019 11:10,2018,2017,A,London Area Airports,GATWICK,EDINBURGH,740904,739985,919,737285,737285,0,0.49085
03/03/2019 11:10,2018,2017,A,London Area Airports,GATWICK,EXETER,0,0,0,189,189,0,-100
03/03/2019 11:10,2018,2017,A,London Area Airports,GATWICK,FARNBOROUGH,220,0,220,0,0,0,0
03/03/2019 11:10,2018,2017,A,London Area Airports,GATWICK,GLASGOW,620383,620337,46,618673,618423,250,0.2764
03/03/2019 11:10,2018,2017,A,London Area Airports,GATWICK,GUERNSEY,330263,330263,0,319573,319573,0,3.34509
03/03/2019 11:10,2018,2017,A,London Area Airports,GATWICK,HEATHROW,628,611,17,735,670,65,-14.55782
03/03/2019 11:10,2018,2017,A,London Area Airports,GATWICK,HUMBERSIDE,4,4,0,99,0,99,-95.9596
03/03/2019 11:10,2018,2017,A,London Area Airports,GATWICK,INVERNESS,262197,262197,0,263411,263411,0,-0.46088
03/03/2019 11:10,2018,2017,A,London Area Airports,GATWICK,ISLE OF MAN,176235,176137,98,171386,171386,0,2.82929
03/03/2019 11:10,2018,2017,A,London Area Airports,GATWICK,JERSEY,670763,670763,0,664879,664877,2,0.88497
03/03/2019 11:10,2018,2017,A,London Area Airports,GATWICK,LEEDS BRADFORD,122,0,122,190,1,189,-35.78947
03/03/2019 11:10,2018,2017,A,London Area Airports,GATWICK,LIVERPOOL (JOHN LENNON),430,7,423,219,0,219,96.34703
