rundate,span,rpt_apt_grp_name,rpt_apt_name,yr01,yr02,yr03,yr04,yr05,yr06,yr07,yr08,yr09,yr10,yr11,pc_change
23/08/2019 17:06:47,2008 - 2018,London Area Airports,GATWICK,107702.029000,74679.522000,104031.963000,88084.949000,97567.054000,96724.097000,88508.453000,73371.135000,79587.893000,96982.582000,112600.409000,16.000000
23/08/2019 17:06:47,2008 - 2018,London Area Airports,HEATHROW,1397053.818000,1277649.665000,1472988.060000,1484350.863000,1464390.254000,1422903.012000,1498905.757000,1496537.361000,1541028.712000,1698460.908000,1699663.498000,0.000000
23/08/2019 17:06:47,2008 - 2018,London Area Airports,LONDON CITY,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,27.768000,23.945000,68.973000,64.689000,6.707000,-90.000000
23/08/2019 17:06:47,2008 - 2018,London Area Airports,LUTON,40517.990000,28643.404000,28743.271000,27905.097000,29635.403000,29073.558000,27414.298000,28007.811000,25425.693000,21026.612000,26192.805000,25.000000
23/08/2019 17:06:47,2008 - 2018,London Area Airports,SOUTHEND,15.984000,0.000000,3.355000,5.632000,8.686000,1.000000,5.990000,4.773000,0.000000,0.000000,0.000000,0.000000
23/08/2019 17:06:47,2008 - 2018,London Area Airports,STANSTED,197738.177000,182810.024000,202238.301000,202579.559000,214159.691000,211952.167000,204724.904000,207996.350000,223202.756000,236891.775000,226128.455000,-5.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,ABERDEEN,4005.753000,3822.213000,4210.788000,5310.597000,6166.355000,7101.869000,6278.351000,6545.455000,5730.758000,5870.333000,5705.593000,-3.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,BARRA,34.413000,29.813000,28.942000,27.698000,26.166000,22.372000,19.673000,15.122000,14.672000,13.830000,13.037000,-6.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,BELFAST CITY (GEORGE BEST),167.763000,137.744000,154.618000,456.782000,581.375000,526.563000,491.472000,550.862000,475.882000,316.733000,227.046000,-28.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,BELFAST INTERNATIONAL,36114.583000,29803.741000,29716.096000,31062.003000,29094.990000,29287.727000,30073.101000,30388.689000,7597.378000,12308.480000,27671.569000,125.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,BENBECULA,234.801000,224.256000,195.134000,172.212000,134.002000,41.799000,6.273000,6.014000,5.133000,4.426000,24.379000,451.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,BIRMINGHAM,12191.896000,13069.929000,21604.930000,16625.714000,19088.151000,21066.548000,5118.690000,7163.843000,30009.657000,41803.276000,33708.695000,-19.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,BLACKPOOL,47.324000,45.797000,40.918000,3.241000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,BOURNEMOUTH,16.759000,3.850000,304.354000,0.160000,1120.712000,1817.874000,1888.122000,1565.400000,0.000000,0.000000,0.002000,0.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,BRISTOL,3.241000,0.024000,0.000000,0.000000,0.000000,0.000000,0.000000,0.226000,0.000000,9.852000,7.337000,-26.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,CAMBRIDGE,17.700000,15.050000,11.150000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,CAMPBELTOWN,0.918000,0.754000,0.157000,0.264000,0.250000,0.275000,0.248000,0.322000,0.263000,0.266000,0.243000,0.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,CARDIFF WALES,1334.445000,178.295000,28.342000,377.243000,66.138000,48.425000,35.886000,25.819000,4.580000,3.951000,1459.294000,36835.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,COVENTRY,5920.726000,2439.523000,0.000000,563.748000,2499.513000,2355.418000,2302.935000,2258.524000,2031.618000,0.000000,0.000000,0.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,DONCASTER SHEFFIELD,1349.996000,344.086000,216.293000,101.621000,276.465000,354.250000,857.599000,3201.062000,9340.769000,8657.250000,7107.469000,-18.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,DURHAM TEES VALLEY,289.951000,297.858000,0.000000,2.500000,0.000000,0.000000,1.700000,0.000000,8.350000,4.270000,0.547000,-87.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,EAST MIDLANDS INTERNATIONAL,261506.671000,255120.834000,273669.102000,264594.731000,264292.294000,266967.726000,277412.586000,291688.569000,300101.247000,324216.092000,334536.170000,3.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,EDINBURGH,12417.769000,23791.486000,20356.872000,19331.675000,19115.015000,18624.248000,19369.090000,19322.006000,20368.896000,20658.917000,20315.931000,-2.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,EXETER,46.770000,24.582000,10.042000,15.215000,4.058000,1.379000,0.647000,0.233000,0.165000,6.801000,0.072000,-99.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,GLASGOW,3545.696000,2333.843000,2913.819000,2429.538000,9497.277000,11836.730000,15410.756000,13192.821000,12952.474000,15934.543000,15466.051000,-3.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,HUMBERSIDE,167.760000,240.856000,600.253000,1131.547000,620.638000,152.631000,128.585000,148.430000,122.865000,93.127000,121.472000,30.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,INVERNESS,526.076000,451.738000,144.241000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.041000,0.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,ISLAY,275.012000,228.745000,213.336000,209.109000,167.768000,206.526000,218.308000,232.894000,231.179000,267.821000,282.876000,6.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,ISLES OF SCILLY (ST.MARYS),180.200000,143.100000,139.800000,114.700000,89.500000,67.200000,78.400000,58.900000,75.500000,60.200000,73.800000,23.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,ISLES OF SCILLY (TRESCO),38.000000,29.100000,30.000000,23.600000,18.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,KIRKWALL,105.564000,88.586000,83.918000,58.206000,33.223000,37.895000,35.652000,38.094000,34.645000,35.054000,37.785000,8.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,LANDS END (ST JUST),17.800000,19.400000,21.800000,11.600000,16.200000,60.900000,56.600000,68.600000,70.900000,70.100000,65.200000,-7.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,LEEDS BRADFORD,334.219000,359.294000,234.622000,193.723000,282.400000,323.878000,67.577000,8.318000,22.225000,14.518000,3.029000,-79.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,LIVERPOOL (JOHN LENNON),3739.891000,264.301000,265.326000,168.047000,129.938000,278.126000,236.343000,197.326000,269.717000,122.949000,159.063000,29.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,MANCHESTER,141780.692000,102543.314000,115921.983000,107415.311000,96821.819000,96373.207000,93465.982000,100020.656000,109630.182000,120181.422000,114130.669000,-5.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,MANSTON (KENT INT),25673.281000,30037.960000,28102.605000,27494.785000,31077.901000,29306.213000,12696.223000,0.000000,0.000000,0.000000,0.000000,0.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,NEWCASTLE,1937.801000,2596.624000,3650.175000,3059.194000,2956.228000,3700.912000,4450.404000,3717.123000,4574.423000,5481.735000,5524.021000,1.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,NEWQUAY,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.934000,0.000000,2.031000,11.980000,2.756000,-77.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,NORWICH,239.276000,338.818000,265.535000,330.324000,212.943000,160.274000,247.080000,345.662000,407.351000,332.117000,219.593000,-34.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,OXFORD (KIDLINGTON),0.000000,0.000000,0.000000,0.000000,0.000000,0.300000,16.210000,0.000000,5.680000,0.000000,0.612000,0.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,PENZANCE HELIPORT,190.000000,156.000000,159.000000,135.000000,95.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,PRESTWICK,22965.994000,13385.143000,12163.136000,11845.983000,10313.572000,9526.144000,12539.633000,11241.626000,10821.912000,11392.594000,13002.541000,14.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,SCATSTA,723.361000,751.568000,765.140000,808.168000,873.198000,848.882000,788.014000,701.846000,456.228000,490.176000,448.697000,-9.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,SOUTHAMPTON,264.114000,209.121000,115.660000,131.776000,358.536000,132.894000,133.234000,184.750000,172.671000,200.213000,232.794000,16.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,STORNOWAY,550.868000,475.311000,191.671000,115.392000,153.989000,114.499000,113.547000,100.730000,93.742000,164.772000,216.618000,32.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,SUMBURGH,143.512000,53.250000,268.074000,315.362000,362.387000,329.145000,334.731000,382.323000,306.467000,329.426000,332.564000,1.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,TIREE,22.551000,21.089000,19.028000,24.648000,19.234000,21.319000,11.205000,13.140000,8.405000,11.937000,20.620000,73.000000
23/08/2019 17:06:47,2008 - 2018,Other UK Airports,WICK JOHN O GROATS,1.627000,1.488000,0.213000,0.327000,0.299000,0.494000,0.636000,1.132000,0.309000,0.000000,0.000000,0.000000
