"Data Source","World Development Indicators",

"Last Updated Date","2022-02-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Cyprus","CYP","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","4.33502006530762","3.81970000267029","3.38548994064331","3.31234002113342","3.35313010215759","3.42600989341736","3.79132008552551","3.73178005218506","","3.60191011428833","3.58696007728577","3.48897004127502","3.4487099647522","3.37546992301941","3.37627005577087","3.33924007415771","3.57539010047913","3.78029990196228","4.09555006027222","4.15996980667114","3.74123001098633","","","","4.7720799446106","4.98954010009766","5.11552000045776","5.58166980743408","6.6702299118042","6.11772012710571","6.28667020797729","6.3302698135376","6.28082990646362","6.72276020050049","7.2054500579834","6.542799949646","6.53853988647461","","6.48377990722656","6.44049978256226","6.32612991333008","6.14541006088257","5.75416994094849","","","",
"Czech Republic","CZE","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.75176000595093","4.1586799621582","4.64996004104614","4.51754999160767","4.24490976333618","","3.58012008666992","3.66753005981445","3.64034008979797","3.73283004760742","3.95878005027771","4.11728000640869","3.99238991737366","3.86591005325317","4.1955099105835","3.84717988967896","3.7271900177002","4.1460599899292","4.03350019454956","4.24209022521973","4.22070980072021","4.04676008224487","3.96522998809814","5.75182008743286","5.55373001098633","3.80615997314453","4.26692008972168","","",
"Germany","DEU","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.40791988372803","4.33663988113403","4.4307599067688","4.49470996856689","","4.46187019348145","","","","","","","","4.2939600944519","4.36679983139038","4.43594980239868","4.90951013565063","4.94367980957031","4.82487010955811","4.95658016204834","4.93538999557495","4.92102003097534","4.85515022277832","4.83923006057739","4.88274002075195","4.99274015426636","","",
"Djibouti","DJI","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.62947988510132","9.65999984741211","7.80542993545532","8.44760036468506","8.88984966278076","9.26467037200928","8.36588954925537","8.27877998352051","8.40625","","","4.49022006988525","","","","","3.59024000167847","3.92439007759094","3.74855995178223","3.62773990631104","","",
"Dominica","DMA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.28990983963013","","","","","","","","","5.73984003067017","4.02858018875122","","","","","","","","","","","","","","","","3.40858006477356","5.12972021102905","4.7667498588562","5.57154989242554","5.57160997390747","4.99812984466553",
"Denmark","DNK","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","5.95553016662598","6.39355993270874","6.48130989074707","6.26610994338989","6.58151006698608","6.71312999725342","","5.67212009429932","5.75346994400024","5.58649015426636","5.91093015670776","","","","","","5.83825016021729","6.07808017730713","6.33533000946045","5.83814001083374","","5.59675979614258","","7.77281999588013","7.47105979919434","7.47103977203369","7.8849401473999","","8.10674953460693","7.93115997314453","8.08434009552002","8.21545028686523","8.2130298614502","8.12193012237549","8.2076301574707","8.08557033538818","7.72990989685059","7.61560010910034","7.47604990005493","8.44888019561768","8.55955028533936","8.48486042022705","7.23782014846802","8.49442958831787","7.634850025177","","","7.75243997573853","","","",
"Dominican Republic","DOM","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","2.64078998565674","","","","","","","","","","","","1.53891003131866","1.46382999420166","1.33455002307892","1.21019005775452","","","","","","","","0.773949980735779","0.893369972705841","1.0333000421524","1.22724997997284","","","","1.88829004764557","1.96782994270325","1.9140100479126","1.84465003013611","","","","2.04678988456726","","","1.90046000480652","1.90023994445801","2.49751996994019","3.48054003715515","3.96376991271973","3.81624007225037","3.85050010681152","3.92026996612549","3.92848992347717","4.04276990890503","",
"Algeria","DZA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","7.18201017379761","6.59742021560669","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.33701992034912","","","","","","","","7.34435987472534","6.50538015365601","5.8663501739502","6.10035991668701","",
"East Asia & Pacific (excluding high income)","EAP","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.44208997488022","2.89630997180938","3.73306500911713","","","4.20893001556396","2.69233500957489","2.89222002029419","","2.74847006797791","","","3.07841992378235","3.50850009918213","3.86193990707397","3.5084400177002","4.06549489498139","4.30706977844238","3.85250997543335","3.50578498840332","3.82487010955811","3.79362010955811","3.87649488449097","3.1331000328064","3.23436999320984","",
"Early-demographic dividend","EAR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.86057996749878","3.82709002494812","4.08877992630005","3.40773010253906","3.57422995567322","3.41953003406525","","4.00178003311157","3.56352996826172","4.12538993358612","","3.670450091362","3.87057995796204","3.60622000694275","3.82308006286621","4.14103507995605","3.95009005069732","3.9921749830246","4.35768985748291","3.97974491119385","3.56645500659943","",
"East Asia & Pacific","EAS","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","3.01663994789123","","3.90329003334045","","","","","","","","","","","","","3.0936199426651","","","","","","","3.87172496318817","","3.84182500839233","","","3.45455002784729","3.50850009918213","4.39212989807129","3.51003003120422","4.06549489498139","4.30706977844238","3.85250997543335","3.64805507659912","3.82487010955811","4.06335997581482","4.08553981781006","3.43450498580933","","",
"Europe & Central Asia (excluding high income)","ECA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3768949508667","","","3.61807990074158","3.25661993026733","3.32526493072509","3.22730493545532","3.41506004333497","3.27012503147125","3.51213002204895","3.63488006591797","3.68264007568359","4.09947490692138","4.18630003929139","3.94385504722595","3.93511009216309","3.9016900062561","3.76382994651794","3.97042989730835","3.81021499633789","3.86126506328583","4.09102010726929","4.48639988899231","3.94576001167297","",
"Europe & Central Asia","ECS","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.59609484672547","4.49445009231567","","4.45031023025513","4.38371992111206","4.16614007949829","4.65009021759033","4.43893480300903","4.67915511131286","4.74363994598389","4.87839984893799","4.81757020950317","4.63065981864929","4.87251996994018","5.03311491012573","5.14153003692627","4.91069984436035","4.82954978942871","4.97062015533447","4.93554019927979","4.88554000854492","4.83923006057739","4.78077983856201","4.67819976806641","","",
"Ecuador","ECU","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","2.00283002853394","1.87940001487732","","","","","","2.41883993148804","","","","","","","4.20342016220093","5.23334980010986","6.87237977981567","","","","","","","","","1.99764001369476","","","2.19536995887756","1.54734003543854","1.15093004703522","","","","","","","","","4.34242010116577","4.50743007659912","4.72689008712769","4.64307022094727","5.00464010238647","5.26099014282227","4.99870014190674","4.36275005340576","4.61426019668579","4.6214599609375","4.22565984725952","4.13413000106812",
"Egypt, Arab Rep.","EGY","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","4.52992010116577","4.5378999710083","","5.2266697883606","4.8924298286438","4.94342994689941","4.54958009719849","4.94112014770508","","4.2803201675415","","5.60830020904541","5.22148990631104","","","","","4.52521991729736","4.6000599861145","","","4.05067014694214","4.19770002365112","4.58375978469849","4.60400009155273","4.67156982421875","","","","","","","4.94563007354736","4.67072010040283","4.79442977905273","4.00178003311157","3.68460988998413","3.76082992553711","","3.54264998435974","3.34430003166199","3.36829996109009","4.12252998352051","4.25138998031616","3.9308500289917","","","","","",
"Euro area","EMU","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","3.72828006744384","","","4.24204015731812","4.73089003562927","4.36026501655579","","4.34511995315552","4.79690980911255","","5.10058498382569","5.08437991142273","4.85397505760193","4.82105493545532","","4.85229015350342","4.62343978881836","4.56874513626098","","4.55689001083374","4.81160998344421","","4.84095001220703","4.66727495193481","4.69021487236023","4.79970002174378","","4.54056978225708","4.51084995269775","4.58512020111084","5.22460985183716","5.25871992111206","5.06685018539429","4.96186494827271","4.97617483139038","4.82572984695435","4.67733001708984","5.10951995849609","5.56314992904663","5.47249984741211","5.12333011627197","4.95658016204834","5.33594989776611","5.12400007247925","4.8975350856781","4.8159499168396","4.88274002075195","4.80559992790222","","",
"Eritrea","ERI","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.63855004310608","","4.62058019638062","5.26281023025513","","4.04716014862061","3.52390003204346","","3.14896988868713","","2.12700009346008","","","","","","","","","","","","","","",
"Spain","ESP","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","1.83300995826721","1.889279961586","2.06465005874634","","1.45956003665924","","1.89938998222351","2.07716989517212","2.2307300567627","2.33804988861084","","","","","","","","3.12818002700806","3.32829999923706","3.55177998542786","3.63358998298645","3.74235010147095","3.83716011047363","4.2448902130127","4.48468017578125","4.43462991714478","4.45745992660522","","4.28785991668701","4.2604398727417","4.16604995727539","4.1112699508667","4.13457012176514","4.1734299659729","4.15785980224609","4.14432001113892","4.1848201751709","4.25404977798462","4.52805995941162","4.91200017929077","4.85608005523682","4.8969202041626","4.4693398475647","4.35101985931396","4.30338001251221","4.28657007217407","4.22764015197754","4.20777988433838","4.17816019058228","","",
"Estonia","EST","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.90540981292725","6.06232976913452","6.34613990783691","6.24434995651245","6.64656019210815","5.33242988586426","5.22460985183716","5.43131017684937","5.27117013931274","4.87734985351563","4.81315994262695","","4.62063980102539","5.47737979888916","5.92651987075806","5.47249984741211","4.96921014785767","4.68269014358521","4.81267023086548","5.01113986968994","5.10685014724731","5.11445999145508","4.95629978179932","5.23887014389038","","",
"Ethiopia","ETH","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","2.11234998703003","2.30205988883972","2.11203002929688","2.33756995201111","2.13794994354248","","","","","","","2.35420989990234","","","2.77462005615234","2.75794005393982","","","3.98310995101929","3.7002899646759","3.63245010375977","","","","5.49096012115479","5.45112991333008","5.40819978713989","4.42207002639771","4.49659013748169","5.48576021194458","5.56678009033203","4.4985499382019","4.60201978683472","4.73791980743408","5.06151008605957","5.64951992034912","5.06867980957031","","",
"European Union","EUU","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.10321998596191","5.1316750049591","4.95048999786377","4.66727495193481","4.69021487236023","4.75417995452881","","4.54056978225708","4.57943487167358","4.86840009689331","5.07780981063843","5.17923021316528","5.06685018539429","4.96186494827271","5.07394981384277","4.86669993400574","4.67733001708984","5.02904987335205","5.5423002243042","5.29786014556885","4.96921014785767","4.88947987556458","4.97062015533447","5.01113986968994","4.88554000854492","4.79266977310181","4.61972999572754","4.62730979919434","","",
"Fragile and conflict affected situations","FCS","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.12133002281189","3.11073505878448","","3.28465008735657","2.93542003631591","2.95167994499207","2.83076500892639","2.70759010314941","3.13120007514954","","",
"Finland","FIN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","5.413489818573","5.33137989044189","5.0081901550293","5.09337997436523","4.48230981826782","5.03323984146118","5.22833013534546","","","4.79690980911255","4.82574987411499","4.83336019515991","4.77929019927979","4.85560989379883","4.69891977310181","5.04542016983032","5.1003999710083","5.20081996917725","5.06695985794067","5.07260990142822","5.33890008926392","6.33748006820679","6.52050018310547","7.48716020584106","6.85706996917725","6.80990982055664","6.85898017883301","","","5.86992979049683","5.70930004119873","5.84025001525879","6.01677989959717","6.16743993759155","6.15757989883423","6.02507019042969","5.92838001251221","5.67125988006592","5.83010005950928","6.45955991744995","6.50444984436035","6.44504976272583","7.14803981781006","7.12404012680054","7.10236978530884","7.03208017349243","6.85153007507324","6.36311006546021","6.26929998397827","","",
"Fiji","FJI","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","5.19760990142822","","5.82120990753174","","6.48669004440308","","","","","","4.83109998703003","","","","","","","","","5.52470016479492","5.16864013671875","5.87773990631104","5.6431097984314","6.27586984634399","","6.20915985107422","5.16705989837646","5.6553201675415","5.89472007751465","4.25357007980347","4.49847984313965","4.82435989379883","4.17305994033813","4.72265005111694","3.88288998603821","4.26821994781494","4.80931997299194","4.8358998298645","4.65118980407715","4.83571004867554","5.06788015365601","",
"France","FRA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","3.4297399520874","3.17421007156372","3.35917997360229","3.23003005981445","4.24204015731812","4.42854022979736","4.42470979690552","4.43521022796631","4.34511995315552","4.2811598777771","4.30769014358521","4.73072004318237","4.85202980041504","4.85234022140503","4.86753988265991","4.85157012939453","4.70795011520386","4.62343978881836","4.54472017288208","4.45639991760254","4.51393985748291","4.84130001068115","4.73539018630981","5.42959022521973","5.62643003463745","5.79072999954224","5.75672006607056","","5.68792009353638","","","","","","","","","","","","","","","","","","","5.45160007476807","5.41316986083984","","",
"Faroe Islands","FRO","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.71241998672485","7.71989011764526","8.23338031768799","","","",
"Micronesia, Fed. Sts.","FSM","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.42491006851196","6.70687007904053","","","","","","","","","","","","","","","12.407919883728","13.5126600265503","12.4164199829102","9.69705009460449","","",
"Gabon","GAB","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.80552005767822","","","","","","3.41966009140015","3.08122992515564","3.82709002494812","","","","","","","","","","3.07808995246887","2.987459897995","3.01340007781982","3.02971005439758","2.66667008399963","2.90000009536743","2.76999998092651","3.32680988311768","2.93345999717712","2.76782989501953","",
"United Kingdom","GBR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","5.03205013275146","5.15937995910645","5.44860982894897","5.39099979400635","6.26878023147583","6.42422008514404","6.06335020065308","","","5.07011985778809","5.2884202003479","5.1887001991272","5.06150007247925","4.89905977249146","4.5940899848938","4.38083982467651","4.37180995941162","4.26831007003784","4.12511014938354","4.05552005767822","4.1224799156189","4.3344898223877","","4.850830078125","4.83926010131836","4.38682985305786","","4.21438980102539","3.99345993995667","4.03173017501831","4.11829996109009","4.64337015151978","4.81652021408081","4.74363994598389","4.94915008544922","4.9968900680542","4.92887020111084","4.9051399230957","5.07645988464355","5.69974994659424","5.5809497833252","","5.53157997131348","5.60456991195679","5.55305004119873","5.41894006729126","5.44418001174927","5.23890018463135","","",
"Georgia","GEO","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.91565990447998","","","","2.10888004302979","2.15512990951538","2.18105006217957","2.13750004768372","2.23501992225647","2.06559991836548","2.91420006752014","2.48431992530823","3.00364995002747","2.69687008857727","2.9195499420166","3.22237992286682","2.80364990234375","2.5761399269104","1.90610003471375","2.8867199420929","2.99767994880676","3.16487002372742","3.59386992454529","3.57442998886108","3.5210599899292","3.80864000320435","3.83912992477417",
"Ghana","GHA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","4.22444009780884","4.62139987945557","","3.80271005630493","4.876540184021","5.82882976531982","6.09528017044067","","2.31135010719299","2.70777010917664","1.80812001228333","1.90453994274139","","","","3.35448002815247","3.3066999912262","3.18741989135742","","","","","","","","","","","4.11037015914917","","5.35444021224976","","","7.53558015823364","7.42208003997803","5.25982999801636","5.51986980438232","5.75795984268188","5.31744003295898","5.54059982299805","8.14097023010254","7.91913986206055","4.57646989822388","4.66057014465332","4.6121301651001","4.52884006500244","3.62737989425659","4.0041298866272","","",
"Gibraltar","GIB","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.01639008522034","2.00631999969482","2.08843994140625","","","","","","2.36141991615295","2.59340000152588","2.08190989494324","2.59386992454529","2.37102007865906","2.21000003814697","1.84906005859375","","","1.58112001419067","2.20725011825562","2.55118989944458","2.28742003440857","1.83370995521545","2.63421010971069","2.42281007766724","2.51713991165161","2.54450011253357","2.3203399181366","2.38432002067566","1.84836995601654","2.19947004318237",
"Gambia, The","GMB","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","4.29514980316162","3.48473000526428","","","2.97409009933472","2.82583999633789","3.78061008453369","1.16983997821808","","","2.55356001853943","2.56627988815308","","","1.56512999534607","1.46587002277374","1.15810000896454","1.44291996955872","1.36337995529175","0.622470021247864","0.691879987716675","0.751630008220673","0.816860020160675","2.18129992485046","1.90813994407654","2.56322002410889","2.50116991996765","2.63756990432739","1.81839001178741","2.23094010353088","2.16002988815308","2.0244300365448","2.45918989181519","2.36543989181519","2.87529993057251","",
"Guinea-Bissau","GNB","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.24617004394531","","","","","","","","","","","1.86082005500793","1.8578599691391","2.00106000900269","2.13248991966248","2.20000004768372","2.29999995231628","2.29999995231628","2.20000004768372","2.13787007331848","2.94781994819641","",
"Equatorial Guinea","GNQ","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.18797993659973","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","1.54649996757507","1.30245995521545","","1.11261999607086","1.33608996868134","1.46085000038147","1.44825005531311","1.4937299489975","1.68570005893707","","","1.69280004501343","1.68684005737305","1.68868005275726","1.81002998352051","","1.83336997032166","1.83421003818512","1.86893999576569","2.01546001434326","2.04608011245728","1.93432998657227","","","","","","","2.89256000518799","3.02772998809814","3.23019003868103","3.36457991600037","3.42430996894836","3.42933988571167","3.66719007492065","3.96395993232727","","","","","","","","","","3.66676998138428","","3.47220993041992","3.59395003318787","","",
"Grenada","GRD","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.92673993110657","","","","","","","","","","","","4.238609790802","","3.17379999160767","3.55255007743835","","",
"Greenland","GRL","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.004599571228","11.0861396789551","11.0285596847534","10.5601902008057","","",
"Guatemala","GTM","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","1.85871994495392","2.0255401134491","","","","","1.62729001045227","","","","","","","","","","","","","","","","","1.66575002670288","1.43998003005981","1.60479998588562","1.56369996070862","","","","","","","","","","3.03285002708435","3.08808994293213","3.23686003684998","","2.8486499786377","2.96865010261536","3.00524997711182","2.88808989524841","2.98562002182007","3.03032994270325","2.94474005699158","2.95009994506836","3.13704991340637","3.19928002357483","3.29972004890442",
"Guam","GUM","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","4.32897996902466","","","","","","","7.08872985839844","","9.37786960601807","","","","8.2534704208374","7.22747993469238","","","","","","","","","","3.72445011138916","3.60933995246887","","","","8.56105995178223","8.48414993286133","8.39729976654053","8.36553955078125","6.95590019226074","5.51293992996216","8.13973045349121","3.11891007423401","2.39118003845215","","2.15057992935181","2.40938997268677","2.50669002532959","2.24131989479065","","4.36032009124756","3.89569997787476","4.73775005340576","4.6647801399231","4.45058012008667","","",
"High income","HIC","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","4.82574987411499","","","","","","","","","","","","","4.94043016433716","4.76106500625611","4.80318999290466","4.84522008895874","","4.50121998786926","4.57943487167358","4.75838494300842","4.95303010940552","5.16421985626221","5.06685018539429","5.05467510223389","4.94915008544922","4.82572984695435","4.71398019790649","4.93936491012573","5.08582019805908","5.38442993164063","5.02186012268066","4.86367487907409","5.11880016326904","5.12400007247925","4.8975350856781","4.92645978927612","4.88274002075195","4.8984899520874","","",
"Hong Kong SAR, China","HKG","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","2.36814999580383","2.29560995101929","2.1833701133728","2.36029005050659","2.44919991493225","2.43336009979248","2.21923995018005","2.32255005836487","","2.19214010238647","2.27172994613647","1.66982996463776","2.57859992980957","2.58169007301331","2.55896997451782","","","","","2.46608996391296","","2.82820010185242","","","","2.72831010818481","","","","","3.90370011329651","4.01554012298584","4.28529977798462","4.5589599609375","4.13463020324707","3.84278988838196","3.45455002784729","3.26062989234924","4.39212989807129","3.51003003120422","3.41822004318237","3.50960993766785","3.76031994819641","3.57255005836487","3.26212000846863","3.29264998435974","3.31010007858276","3.32651996612549","3.81060004234314","4.4063401222229",
"Honduras","HND","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","2.01904988288879","2.01298999786377","1.93636000156403","","","","","","","","","","","","","","2.51263999938965","2.61744999885559","","","","","","","","","","","","","","","6.80000019073486","6.09999990463257","","5.87492990493774","7.0901198387146","6.41297006607056","5.15961980819702","4.93701982498169","6.05646991729736","4.91284990310669","",
"Heavily indebted poor countries (HIPC)","HPC","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.77801990509033","2.59340000152588","2.707200050354","2.58843493461609","","3.03711998462677","3.02347505092621","","","2.75020003318786","3.22265005111695","3.53979992866516","3.75423002243042","3.47521007061004","3.40620994567871","3.6717050075531","3.49415993690491","3.09477996826172","3.62737989425659","3.31093990802765","3.43867993354797","",
"Croatia","HRV","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.82003998756409","3.86479997634888","3.81964993476868","","","3.97165989875793","4.28338003158569","4.39177989959717","4.23422002792358","4.13794994354248","","4.55413007736206","","","","3.90566992759705","","","",
"Haiti","HTI","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","1.39374005794525","1.07954001426697","1.0222100019455","0.986190021038055","0.969290018081665","","","","","","1.07398998737335","","","","","","","","","","","","","","","","","","","","","","","1.79446005821228","1.85400998592377","1.4227499961853","1.5911899805069","1.68210005760193","","",
"Hungary","HUN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.87939977645874","6.07956981658936","5.91958999633789","5.83488988876343","4.84748983383179","4.33475017547607","","4.40864992141724","4.56704998016357","4.86840009689331","4.9310097694397","5.17923021316528","5.79115009307861","5.33585977554321","5.33092021942139","5.29608011245728","5.14305019378662","4.97358989715576","4.95804023742676","4.73301982879639","4.5690598487854","4.15342998504639","4.19764995574951","4.61066007614136","4.49899005889893","4.62049007415771","4.61972999572754","4.62730979919434","","",
"IBRD only","IBD","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.49960994720459","","","4.21627497673035","3.90146005153656","3.77112495899201","3.78520500659943","3.86479997634888","3.69915497303009","3.8992999792099","3.90346002578735","3.82813489437103","4.16206502914429","4.48398017883301","3.88095998764038","4.0915699005127","3.9016900062561","4.0724401473999","4.44042491912842","3.87195491790771","3.96209001541138","4.00842487812043","4.16744995117188","3.88286006450653","",
"IDA & IBRD total","IBT","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.7649199962616","3.4301700592041","3.50342011451721","3.38608002662659","3.45890498161316","3.33961999416351","3.51213002204895","3.66905999183655","3.60984992980957","3.92627000808716","4.25247001647949","3.68998503684998","3.87057995796204","3.7527700662613","3.84859001636505","4.0335898399353","3.82055509090424","3.81920492649079","3.91296994686127","3.79841494560242","3.66319990158081","",
"IDA total","IDA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.83566498756409","2.59340000152588","2.90390992164612","2.82522010803223","","3.03711998462677","3.3096399307251","","","3.3444299697876","3.33588004112244","3.53979992866516","3.77711498737335","3.47949004173279","3.35795998573303","3.6717050075531","3.65962493419647","3.5119800567627","3.7751499414444","3.56255006790161","3.44283008575439","",
"IDA blend","IDB","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","3.50484502315521","3.92011487483978","","","4.33490502834321","","","","","3.96602988243103","","","3.82118511199951","3.91366493701935","","","","","4.3423399925232","","","4.41345000267028","","6.1485698223114","","","","","","","","","","2.65088498592376","2.46844506263733","","","","","4.25094008445739","5.33528995513916","5.7896249294281","5.53926491737366","5.28021001815796","5.27133989334106","5.36266994476318","4.86215496063233","3.58728003501892","3.89800000190735","",
"Indonesia","IDN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","2.78820991516113","","","","","","","","","","","","","","","","","0.871410012245178","","","","","0.998549997806549","1.00434994697571","1.07854998111725","1.07208001613617","","","","2.46003007888794","2.64568996429443","3.21799993515015","2.74847006797791","2.8728199005127","","3.04425001144409","2.90190005302429","3.52513003349304","2.81227993965149","3.18944001197815","3.40748000144959","3.35904002189636","3.28800988197327","3.58360004425049","3.5","2.6699800491333","3","2.84185004234314","",
