rundate,reporting_period,airport_name,this_year_pax,this_year_total_pax_UK_airports,last_year_pax,last_year_total_pax_UK_airports
15/01/2021 09:51,202011,HEATHROW,27662212,92509177,80685635,296398825
15/01/2021 09:51,202011,GATWICK,13335819,92509177,46364049,296398825
15/01/2021 09:51,202011,STANSTED,9333902,92509177,28148827,296398825
15/01/2021 09:51,202011,MANCHESTER,8747625,92509177,29357013,296398825
15/01/2021 09:51,202011,LUTON,6719498,92509177,18127372,296398825
15/01/2021 09:51,202011,EDINBURGH,4434821,92509177,14711798,296398825
15/01/2021 09:51,202011,BIRMINGHAM,3597066,92509177,12658059,296398825
15/01/2021 09:51,202011,BRISTOL,2733097,92509177,8939625,296398825
15/01/2021 09:51,202011,GLASGOW,2448336,92509177,8857372,296398825
15/01/2021 09:51,202011,BELFAST INTERNATIONAL,2075890,92509177,6324263,296398825
15/01/2021 09:51,202011,LIVERPOOL (JOHN LENNON),1652126,92509177,5041994,296398825
15/01/2021 09:51,202011,NEWCASTLE,1322605,92509177,5193939,296398825
15/01/2021 09:51,202011,LONDON CITY,1265720,92509177,5102073,296398825
15/01/2021 09:51,202011,ABERDEEN,1147975,92509177,2917247,296398825
15/01/2021 09:51,202011,EAST MIDLANDS INTERNATIONAL,1092608,92509177,4698967,296398825
15/01/2021 09:51,202011,LEEDS BRADFORD,923950,92509177,4000323,296398825
15/01/2021 09:51,202011,BELFAST CITY (GEORGE BEST),670109,92509177,2472736,296398825
15/01/2021 09:51,202011,SOUTHEND,548718,92509177,1995338,296398825
15/01/2021 09:51,202011,SOUTHAMPTON,409954,92509177,1805489,296398825
15/01/2021 09:51,202011,DONCASTER SHEFFIELD,404088,92509177,1405630,296398825
15/01/2021 09:51,202011,INVERNESS,298557,92509177,932658,296398825
15/01/2021 09:51,202011,CARDIFF WALES,295747,92509177,1663201,296398825
15/01/2021 09:51,202011,BOURNEMOUTH,217731,92509177,793604,296398825
15/01/2021 09:51,202011,EXETER,206895,92509177,1025496,296398825
15/01/2021 09:51,202011,NORWICH,141395,92509177,534846,296398825
15/01/2021 09:51,202011,SUMBURGH,120176,92509177,269141,296398825
15/01/2021 09:51,202011,PRESTWICK,110061,92509177,639695,296398825
15/01/2021 09:51,202011,CITY OF DERRY (EGLINTON),92949,92509177,201597,296398825
15/01/2021 09:51,202011,NEWQUAY,91483,92509177,463140,296398825
15/01/2021 09:51,202011,KIRKWALL,62501,92509177,161459,296398825
15/01/2021 09:51,202011,HUMBERSIDE,57542,92509177,203445,296398825
15/01/2021 09:51,202011,STORNOWAY,50524,92509177,129359,296398825
15/01/2021 09:51,202011,SCATSTA,43791,92509177,110192,296398825
15/01/2021 09:51,202011,ISLES OF SCILLY (ST.MARYS),43135,92509177,93661,296398825
15/01/2021 09:51,202011,TEESSIDE INTERNATIONAL AIRPORT,36205,92509177,0,296398825
15/01/2021 09:51,202011,LANDS END (ST JUST),35440,92509177,63689,296398825
15/01/2021 09:51,202011,BENBECULA,14280,92509177,34776,296398825
15/01/2021 09:51,202011,BLACKPOOL,12897,92509177,14638,296398825
15/01/2021 09:51,202011,DURHAM TEES VALLEY,10810,92509177,147643,296398825
15/01/2021 09:51,202011,ISLAY,10041,92509177,34735,296398825
15/01/2021 09:51,202011,DUNDEE,9782,92509177,20802,296398825
15/01/2021 09:51,202011,BARRA,6740,92509177,14587,296398825
15/01/2021 09:51,202011,TIREE,5629,92509177,11917,296398825
15/01/2021 09:51,202011,WICK JOHN O GROATS,2755,92509177,13194,296398825
15/01/2021 09:51,202011,CAMPBELTOWN,2420,92509177,7927,296398825
15/01/2021 09:51,202011,BIGGIN HILL,1788,92509177,2268,296398825
15/01/2021 09:51,202011,LERWICK (TINGWALL),1265,92509177,3322,296398825
15/01/2021 09:51,202011,OXFORD (KIDLINGTON),514,92509177,0,296398825
15/01/2021 09:51,202011,GLOUCESTERSHIRE,5,92509177,0,296398825
15/01/2021 09:51,202011,LYDD,0,92509177,84,296398825

