rundate,this_period,last_period,group_name,airport_1_name,airport_2_name,total_pax_this_period,total_pax_scheduled_this_period,total_pax_charter_this_period,total_pax_last_period,total_pax_scheduled_last_period,total_pax_charter_last_period,total_pax_percent
24/05/2019 14:01,201903,201803,Other Reporting Airports,ABERDEEN,BELFAST CITY (GEORGE BEST),3576,3576,0,3283,3283,0,8.92476
24/05/2019 14:01,201903,201803,Other Reporting Airports,ABERDEEN,BIRMINGHAM,9861,9861,0,8871,8871,0,11.15996
24/05/2019 14:01,201903,201803,Other Reporting Airports,ABERDEEN,BRISTOL,1203,1203,0,1086,1086,0,10.77348
24/05/2019 14:01,201903,201803,Other Reporting Airports,ABERDEEN,CARDIFF WALES,0,0,0,657,657,0,-100
24/05/2019 14:01,201903,201803,Other Reporting Airports,ABERDEEN,DURHAM TEES VALLEY,1544,1544,0,2814,2814,0,-45.13149
24/05/2019 14:01,201903,201803,Other Reporting Airports,ABERDEEN,GATWICK,0,0,0,13039,13039,0,-100
24/05/2019 14:01,201903,201803,Other Reporting Airports,ABERDEEN,HEATHROW,58083,58083,0,51648,51648,0,12.45934
24/05/2019 14:01,201903,201803,Other Reporting Airports,ABERDEEN,HUMBERSIDE,1899,1899,0,1729,1729,0,9.83227
24/05/2019 14:01,201903,201803,Other Reporting Airports,ABERDEEN,KIRKWALL,4391,4391,0,4674,4560,114,-6.05477
24/05/2019 14:01,201903,201803,Other Reporting Airports,ABERDEEN,LEEDS BRADFORD,12,12,0,517,517,0,-97.67892
24/05/2019 14:01,201903,201803,Other Reporting Airports,ABERDEEN,LONDON CITY,2450,2450,0,4259,4259,0,-42.47476
24/05/2019 14:01,201903,201803,Other Reporting Airports,ABERDEEN,LUTON,7150,7150,0,5806,5806,0,23.14847
24/05/2019 14:01,201903,201803,Other Reporting Airports,ABERDEEN,MANCHESTER,17177,17177,0,17580,17580,0,-2.29238
24/05/2019 14:01,201903,201803,Other Reporting Airports,ABERDEEN,NEWCASTLE,592,592,0,868,868,0,-31.79724
24/05/2019 14:01,201903,201803,Other Reporting Airports,ABERDEEN,NORWICH,3410,3410,0,3370,3370,0,1.18694
24/05/2019 14:01,201903,201803,Other Reporting Airports,ABERDEEN,SCATSTA,5191,0,5191,7862,0,7862,-33.97354
24/05/2019 14:01,201903,201803,Other Reporting Airports,ABERDEEN,SOUTHAMPTON,497,497,0,1300,1300,0,-61.76923
24/05/2019 14:01,201903,201803,Other Reporting Airports,ABERDEEN,STORNOWAY,0,0,0,663,663,0,-100
24/05/2019 14:01,201903,201803,Other Reporting Airports,ABERDEEN,SUMBURGH,7006,5671,1335,13683,8420,5263,-48.79778
24/05/2019 14:01,201903,201803,Other Reporting Airports,ABERDEEN,WICK JOHN O GROATS,561,561,0,661,661,0,-15.12859
24/05/2019 14:01,201903,201803,Other Reporting Airports,ALDERNEY,GUERNSEY,2267,2267,0,2277,2277,0,-0.43917
24/05/2019 14:01,201903,201803,Other Reporting Airports,ALDERNEY,SOUTHAMPTON,1341,1341,0,1410,1410,0,-4.89362
24/05/2019 14:01,201903,201803,Other Reporting Airports,ANGLESEY (VALLEY),CARDIFF WALES,17,17,0,0,0,0,0
24/05/2019 14:01,201903,201803,Other Reporting Airports,BARRA,GLASGOW,1234,1234,0,1160,1160,0,6.37931
24/05/2019 14:01,201903,201803,Other Reporting Airports,BELFAST CITY (GEORGE BEST),ABERDEEN,3534,3534,0,3231,3231,0,9.3779
24/05/2019 14:01,201903,201803,Other Reporting Airports,BELFAST CITY (GEORGE BEST),BELFAST INTERNATIONAL,0,0,0,33,33,0,-100
24/05/2019 14:01,201903,201803,Other Reporting Airports,BELFAST CITY (GEORGE BEST),BIRMINGHAM,21901,21901,0,23023,23023,0,-4.87339
24/05/2019 14:01,201903,201803,Other Reporting Airports,BELFAST CITY (GEORGE BEST),CARDIFF WALES,6569,6569,0,6334,6334,0,3.71014
24/05/2019 14:01,201903,201803,Other Reporting Airports,BELFAST CITY (GEORGE BEST),DONCASTER SHEFFIELD,2485,2485,0,0,0,0,0
24/05/2019 14:01,201903,201803,Other Reporting Airports,BELFAST CITY (GEORGE BEST),EAST MIDLANDS INTERNATIONAL,11562,11562,0,11630,11630,0,-0.58469
24/05/2019 14:01,201903,201803,Other Reporting Airports,BELFAST CITY (GEORGE BEST),EDINBURGH,11751,11751,0,12081,12081,0,-2.73156
24/05/2019 14:01,201903,201803,Other Reporting Airports,BELFAST CITY (GEORGE BEST),EXETER,2148,2148,0,2153,2153,0,-0.23223
24/05/2019 14:01,201903,201803,Other Reporting Airports,BELFAST CITY (GEORGE BEST),GLASGOW,14242,14242,0,11967,11967,0,19.01061
24/05/2019 14:01,201903,201803,Other Reporting Airports,BELFAST CITY (GEORGE BEST),HEATHROW,52292,52292,0,54334,54167,167,-3.75824
24/05/2019 14:01,201903,201803,Other Reporting Airports,BELFAST CITY (GEORGE BEST),INVERNESS,1923,1923,0,2416,2416,0,-20.40563
24/05/2019 14:01,201903,201803,Other Reporting Airports,BELFAST CITY (GEORGE BEST),ISLE OF MAN,0,0,0,714,714,0,-100
24/05/2019 14:01,201903,201803,Other Reporting Airports,BELFAST CITY (GEORGE BEST),LEEDS BRADFORD,14407,14407,0,13253,13253,0,8.70746
24/05/2019 14:01,201903,201803,Other Reporting Airports,BELFAST CITY (GEORGE BEST),LIVERPOOL (JOHN LENNON),0,0,0,1927,1927,0,-100
24/05/2019 14:01,201903,201803,Other Reporting Airports,BELFAST CITY (GEORGE BEST),LONDON CITY,17321,17321,0,11702,11702,0,48.01743
24/05/2019 14:01,201903,201803,Other Reporting Airports,BELFAST CITY (GEORGE BEST),MANCHESTER,21036,21036,0,24783,24783,0,-15.11923
24/05/2019 14:01,201903,201803,Other Reporting Airports,BELFAST CITY (GEORGE BEST),NEWCASTLE,0,0,0,682,682,0,-100
24/05/2019 14:01,201903,201803,Other Reporting Airports,BELFAST CITY (GEORGE BEST),SOUTHAMPTON,9593,9593,0,9675,9604,71,-0.84755
24/05/2019 14:01,201903,201803,Other Reporting Airports,BELFAST CITY (GEORGE BEST),SOUTHEND,64,64,0,0,0,0,0
24/05/2019 14:01,201903,201803,Other Reporting Airports,BELFAST INTERNATIONAL,BIRMINGHAM,23583,23583,0,20653,20653,0,14.1868
24/05/2019 14:01,201903,201803,Other Reporting Airports,BELFAST INTERNATIONAL,BRISTOL,24377,24377,0,19044,19044,0,28.00357
24/05/2019 14:01,201903,201803,Other Reporting Airports,BELFAST INTERNATIONAL,EDINBURGH,28065,28065,0,23999,23999,0,16.94237
24/05/2019 14:01,201903,201803,Other Reporting Airports,BELFAST INTERNATIONAL,GATWICK,49535,49535,0,51158,51158,0,-3.17252
24/05/2019 14:01,201903,201803,Other Reporting Airports,BELFAST INTERNATIONAL,GLASGOW,25865,25865,0,23127,23127,0,11.83898
24/05/2019 14:01,201903,201803,Other Reporting Airports,BELFAST INTERNATIONAL,ISLE OF MAN,1688,1688,0,0,0,0,0
24/05/2019 14:01,201903,201803,Other Reporting Airports,BELFAST INTERNATIONAL,JERSEY,0,0,0,491,491,0,-100
24/05/2019 14:01,201903,201803,Other Reporting Airports,BELFAST INTERNATIONAL,LIVERPOOL (JOHN LENNON),46218,46218,0,46506,46506,0,-0.61927
24/05/2019 14:01,201903,201803,Other Reporting Airports,BELFAST INTERNATIONAL,LUTON,26860,26860,0,28549,28549,0,-5.91614
24/05/2019 14:01,201903,201803,Other Reporting Airports,BELFAST INTERNATIONAL,MANCHESTER,44614,44614,0,26258,26258,0,69.90631
24/05/2019 14:01,201903,201803,Other Reporting Airports,BELFAST INTERNATIONAL,NEWCASTLE,23001,23001,0,21679,21679,0,6.09807
24/05/2019 14:01,201903,201803,Other Reporting Airports,BELFAST INTERNATIONAL,STANSTED,62734,62734,0,60133,60133,0,4.32541
24/05/2019 14:01,201903,201803,Other Reporting Airports,BENBECULA,GLASGOW,2077,2077,0,1797,1797,0,15.58152
24/05/2019 14:01,201903,201803,Other Reporting Airports,BENBECULA,INVERNESS,8,8,0,0,0,0,0
24/05/2019 14:01,201903,201803,Other Reporting Airports,BENBECULA,STORNOWAY,741,741,0,776,776,0,-4.51031
24/05/2019 14:01,201903,201803,Other Reporting Airports,BIRMINGHAM,ABERDEEN,9812,9812,0,8863,8863,0,10.70744
24/05/2019 14:01,201903,201803,Other Reporting Airports,BIRMINGHAM,BELFAST CITY (GEORGE BEST),22052,22052,0,23027,23027,0,-4.23416
24/05/2019 14:01,201903,201803,Other Reporting Airports,BIRMINGHAM,BELFAST INTERNATIONAL,23524,23524,0,20682,20682,0,13.74142
24/05/2019 14:01,201903,201803,Other Reporting Airports,BIRMINGHAM,BRISTOL,0,0,0,34,34,0,-100
24/05/2019 14:01,201903,201803,Other Reporting Airports,BIRMINGHAM,EDINBURGH,23886,23886,0,19702,19702,0,21.23642
24/05/2019 14:01,201903,201803,Other Reporting Airports,BIRMINGHAM,GLASGOW,19636,19636,0,18588,18588,0,5.63805
24/05/2019 14:01,201903,201803,Other Reporting Airports,BIRMINGHAM,GUERNSEY,3571,3571,0,2701,2701,0,32.21029
24/05/2019 14:01,201903,201803,Other Reporting Airports,BIRMINGHAM,INVERNESS,3568,3568,0,3497,3497,0,2.03031
24/05/2019 14:01,201903,201803,Other Reporting Airports,BIRMINGHAM,ISLE OF MAN,3516,3516,0,3465,3465,0,1.47186
24/05/2019 14:01,201903,201803,Other Reporting Airports,BIRMINGHAM,JERSEY,2810,2810,0,3731,3731,0,-24.68507
24/05/2019 14:01,201903,201803,Other Reporting Airports,BIRMINGHAM,NEWCASTLE,2,2,0,32,0,32,-93.75
24/05/2019 14:01,201903,201803,Other Reporting Airports,BIRMINGHAM,NEWQUAY,82,82,0,454,454,0,-81.93833
24/05/2019 14:01,201903,201803,Other Reporting Airports,BIRMINGHAM,SOUTHAMPTON,0,0,0,75,75,0,-100
24/05/2019 14:01,201903,201803,Other Reporting Airports,BIRMINGHAM,STANSTED,1,1,0,3,3,0,-66.66667
