rundate,reporting_period,airport_name,this_year_pax,this_year_total_pax_UK_airports,last_year_pax,last_year_total_pax_UK_airports
14/08/2020 09:07,202006,HEATHROW,57568043,205695232,80779225,296530956
14/08/2020 09:07,202006,GATWICK,31897622,205695232,46658860,296530956
14/08/2020 09:07,202006,MANCHESTER,20320973,205695232,29008938,296530956
14/08/2020 09:07,202006,STANSTED,19350627,205695232,28477626,296530956
14/08/2020 09:07,202006,LUTON,12663858,205695232,17556907,296530956
14/08/2020 09:07,202006,EDINBURGH,10119856,205695232,14740407,296530956
14/08/2020 09:07,202006,BIRMINGHAM,8718472,205695232,12633769,296530956
14/08/2020 09:07,202006,BRISTOL,6211892,205695232,8838782,296530956
14/08/2020 09:07,202006,GLASGOW,6018063,205695232,9284042,296530956
14/08/2020 09:07,202006,BELFAST INTERNATIONAL,4207827,205695232,6508170,296530956
14/08/2020 09:07,202006,NEWCASTLE,3529854,205695232,5286995,296530956
14/08/2020 09:07,202006,LONDON CITY,3465531,205695232,4998638,296530956
14/08/2020 09:07,202006,LIVERPOOL (JOHN LENNON),3449374,205695232,5071949,296530956
14/08/2020 09:07,202006,EAST MIDLANDS INTERNATIONAL,3055338,205695232,4800920,296530956
14/08/2020 09:07,202006,LEEDS BRADFORD,2670329,205695232,4068649,296530956
14/08/2020 09:07,202006,ABERDEEN,2123843,205695232,2978284,296530956
14/08/2020 09:07,202006,BELFAST CITY (GEORGE BEST),1615153,205695232,2502725,296530956
14/08/2020 09:07,202006,SOUTHEND,1499272,205695232,1717799,296530956
14/08/2020 09:07,202006,SOUTHAMPTON,1158859,205695232,1901946,296530956
14/08/2020 09:07,202006,CARDIFF WALES,1083666,205695232,1629879,296530956
14/08/2020 09:07,202006,DONCASTER SHEFFIELD,952502,205695232,1279971,296530956
14/08/2020 09:07,202006,EXETER,667991,205695232,982281,296530956
14/08/2020 09:07,202006,INVERNESS,644386,205695232,911180,296530956
14/08/2020 09:07,202006,BOURNEMOUTH,558377,205695232,714473,296530956
14/08/2020 09:07,202006,PRESTWICK,394507,205695232,648844,296530956
14/08/2020 09:07,202006,NORWICH,363186,205695232,542136,296530956
14/08/2020 09:07,202006,NEWQUAY,291302,205695232,466158,296530956
14/08/2020 09:07,202006,SUMBURGH,190434,205695232,254141,296530956
14/08/2020 09:07,202006,CITY OF DERRY (EGLINTON),154509,205695232,187323,296530956
14/08/2020 09:07,202006,HUMBERSIDE,137812,205695232,201606,296530956
14/08/2020 09:07,202006,KIRKWALL,113628,205695232,166203,296530956
14/08/2020 09:07,202006,STORNOWAY,94679,205695232,130089,296530956
14/08/2020 09:07,202006,SCATSTA,89487,205695232,138073,296530956
14/08/2020 09:07,202006,DURHAM TEES VALLEY,74628,205695232,142945,296530956
14/08/2020 09:07,202006,ISLES OF SCILLY (ST.MARYS),59405,205695232,92625,296530956
14/08/2020 09:07,202006,LANDS END (ST JUST),42874,205695232,64835,296530956
14/08/2020 09:07,202006,TEESSIDE INTERNATIONAL AIRPORT,26033,205695232,0,296530956
14/08/2020 09:07,202006,BENBECULA,24454,205695232,36346,296530956
14/08/2020 09:07,202006,ISLAY,22863,205695232,33371,296530956
14/08/2020 09:07,202006,DUNDEE,14844,205695232,21454,296530956
14/08/2020 09:07,202006,BLACKPOOL,13758,205695232,16187,296530956
14/08/2020 09:07,202006,BARRA,9796,205695232,14586,296530956
14/08/2020 09:07,202006,TIREE,8259,205695232,12087,296530956
14/08/2020 09:07,202006,WICK JOHN O GROATS,7808,205695232,15457,296530956
14/08/2020 09:07,202006,CAMPBELTOWN,5067,205695232,8307,296530956
14/08/2020 09:07,202006,LERWICK (TINGWALL),2251,205695232,3500,296530956
14/08/2020 09:07,202006,BIGGIN HILL,1865,205695232,2033,296530956
14/08/2020 09:07,202006,OXFORD (KIDLINGTON),58,205695232,0,296530956
14/08/2020 09:07,202006,LYDD,17,205695232,235,296530956

