rundate,reporting_period,airport_name,this_year_pax,this_year_total_pax_UK_airports,last_year_pax,last_year_total_pax_UK_airports
14/07/2021 09:25,202105,HEATHROW,9918746,31383296,64464968,233548391
14/07/2021 09:25,202105,STANSTED,3264250,31383296,21944069,233548391
14/07/2021 09:25,202105,LUTON,3164012,31383296,14297599,233548391
14/07/2021 09:25,202105,GATWICK,2991100,31383296,36385797,233548391
14/07/2021 09:25,202105,MANCHESTER,2989632,31383296,23238238,233548391
14/07/2021 09:25,202105,EDINBURGH,1288144,31383296,11515077,233548391
14/07/2021 09:25,202105,BIRMINGHAM,1043883,31383296,9964130,233548391
14/07/2021 09:25,202105,BELFAST INTERNATIONAL,998657,31383296,4804965,233548391
14/07/2021 09:25,202105,BRISTOL,883803,31383296,7121306,233548391
14/07/2021 09:25,202105,GLASGOW,779336,31383296,6931056,233548391
14/07/2021 09:25,202105,ABERDEEN,691987,31383296,2349635,233548391
14/07/2021 09:25,202105,LIVERPOOL (JOHN LENNON),573100,31383296,3924400,233548391
14/07/2021 09:25,202105,NEWCASTLE,418945,31383296,4087873,233548391
14/07/2021 09:25,202105,EAST MIDLANDS INTERNATIONAL,414475,31383296,3590077,233548391
14/07/2021 09:25,202105,BELFAST CITY (GEORGE BEST),316090,31383296,1835195,233548391
14/07/2021 09:25,202105,LEEDS BRADFORD,301065,31383296,3119566,233548391
14/07/2021 09:25,202105,DONCASTER SHEFFIELD,196048,31383296,1112635,233548391
14/07/2021 09:25,202105,LONDON CITY,144549,31383296,3927226,233548391
14/07/2021 09:25,202105,SUMBURGH,123019,31383296,214870,233548391
14/07/2021 09:25,202105,INVERNESS,119142,31383296,735411,233548391
14/07/2021 09:25,202105,SOUTHAMPTON,85131,31383296,1322717,233548391
14/07/2021 09:25,202105,NORWICH,80841,31383296,415769,233548391
14/07/2021 09:25,202105,SOUTHEND,78062,31383296,1714956,233548391
14/07/2021 09:25,202105,BOURNEMOUTH,69700,31383296,647322,233548391
14/07/2021 09:25,202105,CARDIFF WALES,49918,31383296,1276460,233548391
14/07/2021 09:25,202105,CITY OF DERRY (EGLINTON),49900,31383296,169941,233548391
14/07/2021 09:25,202105,ISLES OF SCILLY (ST.MARYS),47628,31383296,70600,233548391
14/07/2021 09:25,202105,PRESTWICK,46329,31383296,472113,233548391
14/07/2021 09:25,202105,KIRKWALL,41211,31383296,128764,233548391
14/07/2021 09:25,202105,LANDS END (ST JUST),37110,31383296,49351,233548391
14/07/2021 09:25,202105,EXETER,34529,31383296,774367,233548391
14/07/2021 09:25,202105,STORNOWAY,28318,31383296,106044,233548391
14/07/2021 09:25,202105,NEWQUAY,27139,31383296,343855,233548391
14/07/2021 09:25,202105,TEESSIDE INTERNATIONAL AIRPORT,19817,31383296,25855,233548391
14/07/2021 09:25,202105,HUMBERSIDE,19461,31383296,156889,233548391
14/07/2021 09:25,202105,BENBECULA,10289,31383296,27649,233548391
14/07/2021 09:25,202105,BLACKPOOL,6395,31383296,13749,233548391
14/07/2021 09:25,202105,DUNDEE,6176,31383296,16670,233548391
14/07/2021 09:25,202105,BARRA,5883,31383296,11151,233548391
14/07/2021 09:25,202105,ISLAY,5774,31383296,26550,233548391
14/07/2021 09:25,202105,TIREE,4767,31383296,9409,233548391
14/07/2021 09:25,202105,SCATSTA,3127,31383296,95012,233548391
14/07/2021 09:25,202105,BIGGIN HILL,2126,31383296,1931,233548391
14/07/2021 09:25,202105,CAMPBELTOWN,1697,31383296,5888,233548391
14/07/2021 09:25,202105,LERWICK (TINGWALL),1301,31383296,2609,233548391
14/07/2021 09:25,202105,OXFORD (KIDLINGTON),679,31383296,0,233548391
14/07/2021 09:25,202105,GLOUCESTERSHIRE,5,31383296,0,233548391
14/07/2021 09:25,202105,DURHAM TEES VALLEY,0,31383296,89655,233548391
14/07/2021 09:25,202105,LYDD,0,31383296,31,233548391
14/07/2021 09:25,202105,WICK JOHN O GROATS,0,31383296,8991,233548391

