rundate,reporting_period,airport_name,this_year_pax,this_year_total_pax_UK_airports,last_year_pax,last_year_total_pax_UK_airports
09/11/2020 10:11,202009,HEATHROW,38897545,132794877,80525380,296886665
09/11/2020 10:11,202009,GATWICK,19760701,132794877,46509628,296886665
09/11/2020 10:11,202009,STANSTED,13149354,132794877,28286614,296886665
09/11/2020 10:11,202009,MANCHESTER,12505365,132794877,29433332,296886665
09/11/2020 10:11,202009,LUTON,9114704,132794877,17975355,296886665
09/11/2020 10:11,202009,EDINBURGH,6506674,132794877,14768010,296886665
09/11/2020 10:11,202009,BIRMINGHAM,5312158,132794877,12711902,296886665
09/11/2020 10:11,202009,BRISTOL,3916063,132794877,8956648,296886665
09/11/2020 10:11,202009,GLASGOW,3642038,132794877,9008653,296886665
09/11/2020 10:11,202009,BELFAST INTERNATIONAL,2844766,132794877,6416745,296886665
09/11/2020 10:11,202009,LIVERPOOL (JOHN LENNON),2349980,132794877,5047611,296886665
09/11/2020 10:11,202009,LONDON CITY,2117117,132794877,5074670,296886665
09/11/2020 10:11,202009,NEWCASTLE,2019764,132794877,5232231,296886665
09/11/2020 10:11,202009,EAST MIDLANDS INTERNATIONAL,1643148,132794877,4791241,296886665
09/11/2020 10:11,202009,ABERDEEN,1510931,132794877,2944701,296886665
09/11/2020 10:11,202009,LEEDS BRADFORD,1458672,132794877,4013926,296886665
09/11/2020 10:11,202009,BELFAST CITY (GEORGE BEST),989280,132794877,2493037,296886665
09/11/2020 10:11,202009,SOUTHEND,878060,132794877,1896906,296886665
09/11/2020 10:11,202009,SOUTHAMPTON,658175,132794877,1853511,296886665
09/11/2020 10:11,202009,DONCASTER SHEFFIELD,578291,132794877,1369155,296886665
09/11/2020 10:11,202009,CARDIFF WALES,503363,132794877,1669981,296886665
09/11/2020 10:11,202009,INVERNESS,425236,132794877,920806,296886665
09/11/2020 10:11,202009,EXETER,351887,132794877,1023504,296886665
09/11/2020 10:11,202009,BOURNEMOUTH,326915,132794877,769427,296886665
09/11/2020 10:11,202009,NORWICH,206177,132794877,541125,296886665
09/11/2020 10:11,202009,PRESTWICK,192650,132794877,643468,296886665
09/11/2020 10:11,202009,NEWQUAY,146512,132794877,463166,296886665
09/11/2020 10:11,202009,SUMBURGH,140340,132794877,268172,296886665
09/11/2020 10:11,202009,CITY OF DERRY (EGLINTON),119944,132794877,195152,296886665
09/11/2020 10:11,202009,HUMBERSIDE,84786,132794877,206223,296886665
09/11/2020 10:11,202009,KIRKWALL,80292,132794877,162756,296886665
09/11/2020 10:11,202009,STORNOWAY,68118,132794877,129666,296886665
09/11/2020 10:11,202009,SCATSTA,62524,132794877,118952,296886665
09/11/2020 10:11,202009,ISLES OF SCILLY (ST.MARYS),43895,132794877,94115,296886665
09/11/2020 10:11,202009,LANDS END (ST JUST),36102,132794877,64176,296886665
09/11/2020 10:11,202009,DURHAM TEES VALLEY,35050,132794877,147297,296886665
09/11/2020 10:11,202009,TEESSIDE INTERNATIONAL AIRPORT,33190,132794877,0,296886665
09/11/2020 10:11,202009,BENBECULA,18587,132794877,35205,296886665
09/11/2020 10:11,202009,ISLAY,14226,132794877,34379,296886665
09/11/2020 10:11,202009,BLACKPOOL,13561,132794877,15361,296886665
09/11/2020 10:11,202009,DUNDEE,12157,132794877,20746,296886665
09/11/2020 10:11,202009,BARRA,8064,132794877,14349,296886665
09/11/2020 10:11,202009,TIREE,6483,132794877,12064,296886665
09/11/2020 10:11,202009,WICK JOHN O GROATS,4742,132794877,14041,296886665
09/11/2020 10:11,202009,CAMPBELTOWN,3278,132794877,8036,296886665
09/11/2020 10:11,202009,BIGGIN HILL,2008,132794877,2024,296886665
09/11/2020 10:11,202009,LERWICK (TINGWALL),1620,132794877,3129,296886665
09/11/2020 10:11,202009,OXFORD (KIDLINGTON),384,132794877,0,296886665
09/11/2020 10:11,202009,LYDD,0,132794877,89,296886665

