rundate,this_period,last_period,group_name,airport_1_name,airport_2_name,total_pax_this_period,total_pax_scheduled_this_period,total_pax_charter_this_period,total_pax_last_period,total_pax_scheduled_last_period,total_pax_charter_last_period,total_pax_percent
25/10/2018 09:30,201808,201708,Other Reporting Airports,ABERDEEN,BELFAST CITY (GEORGE BEST),4368,4368,0,4111,4111,0,6.25152
25/10/2018 09:30,201808,201708,Other Reporting Airports,ABERDEEN,BIRMINGHAM,10793,10793,0,12466,12466,0,-13.4205
25/10/2018 09:30,201808,201708,Other Reporting Airports,ABERDEEN,BRISTOL,1190,1190,0,1425,1425,0,-16.49123
25/10/2018 09:30,201808,201708,Other Reporting Airports,ABERDEEN,CARDIFF WALES,514,514,0,661,661,0,-22.23903
25/10/2018 09:30,201808,201708,Other Reporting Airports,ABERDEEN,DURHAM TEES VALLEY,1552,1552,0,1463,1463,0,6.08339
25/10/2018 09:30,201808,201708,Other Reporting Airports,ABERDEEN,GATWICK,7553,7553,0,8414,8414,0,-10.23295
25/10/2018 09:30,201808,201708,Other Reporting Airports,ABERDEEN,HEATHROW,62018,62018,0,59479,59479,0,4.26873
25/10/2018 09:30,201808,201708,Other Reporting Airports,ABERDEEN,HUMBERSIDE,1666,1666,0,1972,1972,0,-15.51724
25/10/2018 09:30,201808,201708,Other Reporting Airports,ABERDEEN,JERSEY,582,582,0,564,564,0,3.19149
25/10/2018 09:30,201808,201708,Other Reporting Airports,ABERDEEN,KIRKWALL,5339,5339,0,4767,4718,49,11.99916
25/10/2018 09:30,201808,201708,Other Reporting Airports,ABERDEEN,LEEDS BRADFORD,0,0,0,525,525,0,-100
25/10/2018 09:30,201808,201708,Other Reporting Airports,ABERDEEN,LONDON CITY,3336,3336,0,4902,4902,0,-31.94614
25/10/2018 09:30,201808,201708,Other Reporting Airports,ABERDEEN,LUTON,6724,6724,0,6305,6305,0,6.64552
25/10/2018 09:30,201808,201708,Other Reporting Airports,ABERDEEN,MANCHESTER,21187,20995,192,18060,18060,0,17.31451
25/10/2018 09:30,201808,201708,Other Reporting Airports,ABERDEEN,NEWCASTLE,698,698,0,764,764,0,-8.63874
25/10/2018 09:30,201808,201708,Other Reporting Airports,ABERDEEN,NEWQUAY,514,514,0,438,438,0,17.3516
25/10/2018 09:30,201808,201708,Other Reporting Airports,ABERDEEN,NORWICH,3993,3993,0,3815,3815,0,4.66579
25/10/2018 09:30,201808,201708,Other Reporting Airports,ABERDEEN,SCATSTA,8904,0,8904,8483,193,8290,4.96287
25/10/2018 09:30,201808,201708,Other Reporting Airports,ABERDEEN,SOUTHAMPTON,0,0,0,1531,1531,0,-100
25/10/2018 09:30,201808,201708,Other Reporting Airports,ABERDEEN,SOUTHEND,0,0,0,56,56,0,-100
25/10/2018 09:30,201808,201708,Other Reporting Airports,ABERDEEN,STORNOWAY,650,650,0,457,457,0,42.23195
25/10/2018 09:30,201808,201708,Other Reporting Airports,ABERDEEN,SUMBURGH,10431,8568,1863,15530,10948,4582,-32.83323
25/10/2018 09:30,201808,201708,Other Reporting Airports,ABERDEEN,WICK JOHN O GROATS,675,675,0,585,585,0,15.38462
